#{"t_start": 1782730396.64561, "env_id": "Reacher-v5"}
r,l,t
-36.824378,50,90.798514
-44.995526,50,90.854936
-39.892123,50,90.908449
-35.366366,50,90.963198
-37.537628,50,91.015222
-37.724812,50,91.093557
-37.594041,50,91.148405
-37.617489,50,91.202382
-45.922832,50,91.256315
-39.997633,50,91.310053
-44.087238,50,91.364457
-49.506974,50,91.418709
-43.875985,50,91.471949
-40.906901,50,91.52408
-48.092401,50,91.575622
-40.96808,50,91.631462
-42.312654,50,91.68143
-43.693397,50,91.737385
-35.869131,50,91.791052
-41.323149,50,91.843593
-43.516283,50,91.895025
-39.70819,50,91.949298
-48.572047,50,92.00066
-38.480903,50,92.054422
-43.9736,50,92.107844
-39.62075,50,92.160239
-43.229772,50,92.215251
-43.525395,50,92.272618
-44.925543,50,92.33004
-40.138173,50,92.382381
-34.885916,50,92.439874
-42.461948,50,92.515477
-38.361637,50,92.565816
-41.072135,50,92.619311
-46.197064,50,92.668891
-40.166894,50,92.725785
-42.793006,50,92.779819
-47.24972,50,92.831547
-41.443149,50,92.880311
-36.520622,50,92.933038
-45.300121,50,93.947981
-45.169973,50,93.996366
-39.069583,50,94.046866
-45.718938,50,94.102485
-35.623415,50,94.155369
-41.214003,50,94.21357
-44.6536,50,94.276942
-42.812393,50,94.336848
-41.480947,50,94.385895
-37.534378,50,94.444367
-37.117375,50,94.492497
-42.691399,50,94.54289
-42.422838,50,94.60094
-32.949591,50,94.66125
-39.746501,50,94.716415
-42.35184,50,94.772169
-29.29958,50,94.821356
-45.899861,50,94.86944
-38.21105,50,94.917656
-36.793848,50,94.965033
-37.548727,50,95.024253
-45.165583,50,95.090704
-33.528094,50,95.139416
-39.085377,50,95.194891
-42.787929,50,95.260169
-47.484595,50,95.322244
-46.587216,50,95.389345
-41.06391,50,95.438051
-34.806862,50,95.50392
-40.25849,50,95.560968
-36.627811,50,95.630174
-35.428322,50,95.689541
-35.557396,50,95.75234
-40.346876,50,95.816257
-45.829509,50,95.883601
-41.320736,50,95.948278
-39.84207,50,96.013694
-44.252591,50,96.06435
-35.199961,50,96.123173
-36.461454,50,96.178458
-45.384068,50,96.228285
-35.730088,50,97.416135
-38.412142,50,97.477508
-35.138157,50,97.549318
-40.835839,50,97.621281
-33.892761,50,97.683536
-33.197635,50,97.734997
-32.661738,50,97.800633
-38.069265,50,97.873749
-41.719897,50,97.942898
-43.898745,50,97.996131
-37.506291,50,98.06503
-35.367397,50,98.130627
-35.853151,50,98.195776
-36.901117,50,98.255873
-43.080426,50,98.322914
-31.895944,50,98.387192
-39.135716,50,98.455135
-39.419596,50,98.522767
-37.083338,50,98.599203
-33.208327,50,98.66285
-36.265389,50,98.72391
-37.128232,50,98.788193
-41.440364,50,98.854913
-34.054343,50,98.912516
-32.953962,50,98.973028
-33.735363,50,99.03974
-32.783042,50,99.103021
-42.510905,50,99.153009
-35.895027,50,99.208514
-31.215596,50,99.267966
-33.37076,50,99.318853
-39.763016,50,99.385322
-40.375843,50,99.437538
-37.209417,50,99.505179
-39.710749,50,99.573523
-35.064371,50,99.640062
-39.948526,50,99.706365
-33.69583,50,99.770944
-39.246911,50,99.823306
-35.670112,50,99.882339
-28.992859,50,99.944696
-42.856396,50,101.112743
-34.174771,50,101.179513
-28.851363,50,101.232377
-26.341846,50,101.290421
-35.968566,50,101.350766
-31.155265,50,101.412256
-38.881604,50,101.472476
-35.687524,50,101.527492
-34.365801,50,101.577992
-37.164326,50,101.637181
-41.849903,50,101.696147
-34.72182,50,101.746248
-34.581645,50,101.801814
-29.478818,50,101.863303
-34.367992,50,101.920011
-37.905365,50,101.977834
-35.453136,50,102.03739
-33.856446,50,102.098612
-40.572332,50,102.158114
-35.736774,50,102.221782
-36.111789,50,102.274769
-36.911352,50,102.328849
-28.590499,50,102.383509
-39.632766,50,102.43685
-32.03618,50,102.497386
-33.770249,50,102.551156
-37.429467,50,102.611471
-32.404946,50,102.663307
-36.284391,50,102.7236
-44.946192,50,102.786764
-37.872806,50,102.854515
-36.648958,50,102.918475
-30.679042,50,102.981968
-40.466764,50,103.043373
-38.462776,50,103.096839
-35.522853,50,103.149142
-33.690292,50,103.217696
-29.448598,50,103.275096
-32.134924,50,103.339402
-37.774973,50,103.396681
-27.811094,50,103.463787
-35.457708,50,104.655985
-39.160228,50,104.706645
-28.252088,50,104.760216
-39.697135,50,104.816908
-37.615264,50,104.868061
-32.897091,50,104.926933
-31.515889,50,104.994517
-36.612525,50,105.047822
-35.663385,50,105.111686
-37.813151,50,105.162304
-33.106113,50,105.219558
-32.679259,50,105.269306
-31.821268,50,105.322093
-36.587431,50,105.380837
-37.726008,50,105.436042
-29.20791,50,105.484897
-32.411973,50,105.536749
-36.044482,50,105.589477
-33.118514,50,105.640598
-29.369413,50,105.688786
-32.18206,50,105.743021
-32.201786,50,105.803289
-35.563267,50,105.854217
-29.636397,50,105.909932
-36.72299,50,105.963011
-35.399061,50,106.022592
-32.319132,50,106.072643
-27.75969,50,106.132793
-30.636121,50,106.184305
-27.838436,50,106.238731
-35.611723,50,106.292085
-30.691275,50,106.342948
-28.304914,50,106.39508
-38.100733,50,106.444979
-26.999519,50,106.499871
-30.059924,50,106.559291
-39.40751,50,106.617132
-33.937763,50,106.677334
-43.935027,50,106.726798
-31.547142,50,106.785548
-33.723809,50,106.840865
-30.166025,50,107.976932
-29.548117,50,108.032459
-38.363304,50,108.088748
-33.624795,50,108.156094
-25.751861,50,108.214116
-36.717986,50,108.277887
-27.799192,50,108.337299
-33.011138,50,108.397357
-36.08681,50,108.466134
-34.014426,50,108.52989
-30.343394,50,108.593516
-32.009212,50,108.654856
-31.439396,50,108.71951
-36.699491,50,108.786073
-35.995137,50,108.844697
-35.449539,50,108.905388
-39.202842,50,108.968975
-30.158756,50,109.031441
-32.593951,50,109.089392
-29.566663,50,109.151706
-31.232166,50,109.216838
-25.68322,50,109.277452
-31.178659,50,109.342014
-31.003002,50,109.403475
-30.913845,50,109.456658
-35.307368,50,109.510979
-37.335301,50,109.567805
-32.236598,50,109.622409
-36.628836,50,109.674664
-37.178442,50,109.730515
-32.005388,50,109.79081
-33.736064,50,109.856663
-33.130695,50,109.917655
-32.549605,50,109.969643
-39.025509,50,110.023968
-38.083618,50,110.078412
-29.248652,50,110.144217
-34.396791,50,110.207118
-31.141658,50,110.264422
-35.251369,50,110.317509
-31.316107,50,110.373353
-34.241524,50,111.543995
-32.374606,50,111.60273
-30.266083,50,111.657282
-24.958107,50,111.710948
-33.951288,50,111.769637
-30.106764,50,111.827413
-35.137061,50,111.886079
-30.514258,50,111.944147
-29.701433,50,112.006705
-31.368519,50,112.061746
-29.714415,50,112.125443
-25.875748,50,112.197359
-32.013028,50,112.261405
-34.9051,50,112.31391
-37.165838,50,112.377669
-36.357493,50,112.436124
-27.799735,50,112.491847
-30.060545,50,112.543414
-31.503196,50,112.599085
-25.852135,50,112.665162
-31.962149,50,112.71877
-30.031502,50,112.77642
-29.932335,50,112.826783
-32.453277,50,112.883136
-30.612191,50,112.939669
-29.841329,50,112.991645
-37.11657,50,113.04465
-33.774782,50,113.10025
-31.102572,50,113.158161
-35.126937,50,113.213729
-35.538593,50,113.26234
-28.851701,50,113.309275
-35.669102,50,113.356283
-36.24595,50,113.412309
-37.831346,50,113.467518
-32.019365,50,113.518671
-36.845085,50,113.584611
-37.981109,50,113.647788
-33.654229,50,113.704787
-32.088761,50,113.762322
-33.147367,50,113.823201
-31.398561,50,114.908579
-33.694454,50,114.958714
-26.02023,50,115.008043
-32.744085,50,115.059064
-36.285869,50,115.111568
-35.349631,50,115.161494
-32.756525,50,115.21351
-24.688087,50,115.267804
-29.671556,50,115.319224
-30.086822,50,115.376945
-27.740714,50,115.435005
-30.376389,50,115.488213
-27.563634,50,115.542235
-30.351082,50,115.595913
-25.77376,50,115.65022
-27.905361,50,115.703726
-28.723945,50,115.75814
-27.345644,50,115.808285
-37.366715,50,115.8658
-29.119843,50,115.915176
-33.647098,50,115.965774
-27.890275,50,116.018308
-34.004398,50,116.07532
-29.415114,50,116.13178
-29.789816,50,116.191852
-32.287868,50,116.245929
-34.225551,50,116.295328
-28.760904,50,116.346961
-31.829852,50,116.401349
-32.190256,50,116.456335
-28.953319,50,116.508305
-29.66154,50,116.55829
-34.859967,50,116.61093
-30.642879,50,116.668576
-28.214728,50,116.72446
-30.122944,50,116.778193
-31.874364,50,116.834877
-30.916744,50,116.893242
-23.359235,50,116.945904
-25.346988,50,117.000251
-32.890158,50,117.053488
-31.265355,50,118.096063
-39.321719,50,118.151472
-34.793929,50,118.20558
-31.095889,50,118.257986
-23.762224,50,118.307483
-35.991553,50,118.359265
-26.768683,50,118.414231
-33.324501,50,118.46475
-32.616822,50,118.518833
-34.543242,50,118.569029
-27.940348,50,118.618955
-23.990005,50,118.671708
-26.769792,50,118.722861
-30.88449,50,118.779316
-29.099034,50,118.833908
-30.051524,50,118.886615
-25.343431,50,118.94027
-28.248026,50,118.995165
-30.518487,50,119.047038
-25.31521,50,119.10341
-33.499484,50,119.154761
-25.466664,50,119.20808
-34.555908,50,119.263212
-30.684067,50,119.323394
-32.478854,50,119.37656
-33.309629,50,119.426712
-33.313082,50,119.482105
-28.672392,50,119.537788
-29.524703,50,119.58925
-34.251404,50,119.642602
-27.052325,50,119.697035
-31.958301,50,119.747186
-29.029162,50,119.796563
-33.701308,50,119.845585
-29.847295,50,119.893522
-31.030414,50,119.944748
-28.968761,50,120.003494
-28.858832,50,120.052907
-28.838652,50,120.105753
-26.030567,50,120.158441
-28.036349,50,120.214197
-25.848854,50,121.265864
-26.569819,50,121.317338
-34.667626,50,121.375025
-25.739972,50,121.430432
-30.45078,50,121.483746
-27.496663,50,121.539546
-37.975749,50,121.593699
-31.261819,50,121.648046
-31.281219,50,121.702286
-25.163618,50,121.755252
-31.798559,50,121.811923
-25.578776,50,121.869079
-28.546052,50,121.923096
-25.717826,50,121.97819
-35.557485,50,122.032537
-31.340284,50,122.088493
-34.464368,50,122.141965
-24.651958,50,122.195801
-29.421238,50,122.25307
-27.882658,50,122.308496
-26.132101,50,122.360943
-30.790771,50,122.417389
-31.493914,50,122.470272
-26.134524,50,122.525325
-29.485693,50,122.581684
-24.531491,50,122.636077
-24.535884,50,122.690408
-31.660793,50,122.74191
-26.26817,50,122.795266
-34.278011,50,122.847633
-31.869717,50,122.898521
-26.157894,50,122.946033
-31.240568,50,123.002403
-28.341001,50,123.057541
-25.361522,50,123.114705
-32.679292,50,123.165549
-27.785644,50,123.220117
-27.893718,50,123.272554
-25.612286,50,123.323832
-33.933738,50,123.376357
-33.852731,50,123.429966
-26.896974,50,124.515814
-34.212518,50,124.566501
-29.920425,50,124.619209
-30.042674,50,124.676136
-28.635245,50,124.725457
-34.199299,50,124.778752
-25.2912,50,124.8315
-29.546097,50,124.899378
-26.749061,50,124.963938
-29.694699,50,125.025625
-28.967239,50,125.084014
-35.248307,50,125.139611
-30.435017,50,125.192009
-27.606895,50,125.244461
-31.029486,50,125.296255
-30.120147,50,125.34554
-24.794956,50,125.395538
-29.298446,50,125.446144
-23.768826,50,125.501259
-29.615619,50,125.556575
-23.457524,50,125.625986
-21.771015,50,125.698983
-27.339908,50,125.752081
-27.711565,50,125.807903
-26.530133,50,125.863132
-28.198585,50,125.92416
-33.25338,50,125.980622
-23.188514,50,126.031955
-24.674166,50,126.087267
-29.650433,50,126.141307
-30.546914,50,126.19324
-29.390293,50,126.245894
-28.262414,50,126.295753
-28.219899,50,126.347485
-29.324023,50,126.402155
-27.283602,50,126.460648
-30.862022,50,126.511518
-24.904646,50,126.570662
-29.033144,50,126.628988
-26.79286,50,126.687155
-28.532967,50,126.743611
-36.678801,50,127.863394
-28.504977,50,127.914496
-32.291086,50,127.967239
-24.645077,50,128.023225
-27.380914,50,128.073773
-27.24302,50,128.128737
-26.247591,50,128.18632
-32.067997,50,128.243432
-24.469417,50,128.298894
-28.585943,50,128.348137
-23.396513,50,128.404914
-25.860839,50,128.456972
-29.253345,50,128.510559
-23.238924,50,128.562071
-24.399449,50,128.618499
-28.293487,50,128.674334
-18.017998,50,128.7271
-29.928329,50,128.779561
-32.249225,50,128.829983
-25.388882,50,128.888782
-32.520836,50,128.942496
-29.691263,50,128.994183
-29.526548,50,129.049395
-29.204814,50,129.100327
-24.691396,50,129.152969
-24.00467,50,129.211066
-26.620135,50,129.294577
-24.45171,50,129.354764
-23.90406,50,129.414025
-21.822011,50,129.467218
-22.272012,50,129.54476
-27.850043,50,129.610199
-29.920105,50,129.676729
-31.39279,50,129.7325
-31.30843,50,129.790447
-24.214441,50,129.868963
-25.942575,50,129.935859
-30.503341,50,129.998319
-28.295274,50,130.053749
-27.097777,50,130.113492
-24.898475,50,130.167244
-26.773914,50,131.311341
-34.442824,50,131.36826
-26.900692,50,131.432243
-28.38316,50,131.497898
-29.100567,50,131.559526
-26.549428,50,131.617228
-24.453356,50,131.673553
-24.968737,50,131.731668
-25.075257,50,131.791832
-27.032988,50,131.848876
-21.741068,50,131.915664
-27.416184,50,131.982873
-23.490938,50,132.051751
-27.803299,50,132.118527
-29.302092,50,132.17832
-24.866131,50,132.239511
-26.860981,50,132.299789
-25.711466,50,132.352725
-24.289753,50,132.406467
-32.845971,50,132.458858
-34.006671,50,132.523909
-25.936943,50,132.595724
-24.898836,50,132.662909
-27.904182,50,132.716766
-27.281202,50,132.774864
-22.668218,50,132.837896
-23.400467,50,132.899375
-28.663314,50,132.955539
-25.96449,50,133.00655
-27.205253,50,133.063419
-27.551271,50,133.132813
-37.473772,50,133.204559
-24.701763,50,133.264896
-18.700159,50,133.322161
-28.443878,50,133.380367
-25.509299,50,133.437122
-24.089082,50,133.494392
-27.588005,50,133.549268
-25.8009,50,133.598537
-28.900668,50,133.661513
-28.086444,50,133.725688
-25.976752,50,134.86495
-28.499931,50,134.921298
-23.344599,50,134.976514
-22.970871,50,135.025234
-28.122573,50,135.081863
-29.995537,50,135.13578
-28.258704,50,135.193784
-27.06093,50,135.246106
-24.81353,50,135.296283
-30.638501,50,135.347716
-33.447357,50,135.39812
-27.265787,50,135.446212
-24.660696,50,135.496999
-22.318259,50,135.547088
-19.007314,50,135.597049
-24.471785,50,135.646331
-21.951942,50,135.698146
-28.300319,50,135.754784
-20.046555,50,135.804895
-26.60188,50,135.855124
-34.056362,50,135.907841
-31.542642,50,135.957841
-29.105389,50,136.010483
-20.805564,50,136.065403
-27.799348,50,136.120377
-29.765703,50,136.168073
-23.460845,50,136.215616
-22.309714,50,136.270845
-27.441227,50,136.326076
-23.249365,50,136.37925
-22.159257,50,136.432387
-17.106409,50,136.508239
-20.303755,50,136.576741
-28.330903,50,136.636858
-20.257435,50,136.68823
-25.37679,50,136.741653
-23.321135,50,136.792498
-27.408907,50,136.840234
-25.384032,50,136.889792
-30.690402,50,136.937951
-27.309325,50,136.987973
-20.638571,50,138.02069
-18.023075,50,138.071301
-20.998377,50,138.125342
-22.778166,50,138.180111
-21.768308,50,138.234259
-20.075986,50,138.292571
-21.609858,50,138.348509
-27.177898,50,138.401996
-24.6498,50,138.455773
-30.048265,50,138.506418
-21.191739,50,138.557648
-29.572747,50,138.614878
-23.005251,50,138.670601
-25.826493,50,138.731466
-25.190913,50,138.791151
-26.305817,50,138.846099
-21.61296,50,138.900086
-23.724237,50,138.95496
-26.288719,50,139.003974
-19.821685,50,139.059008
-32.520944,50,139.112799
-30.668897,50,139.165709
-23.417261,50,139.215995
-18.80316,50,139.267344
-21.759138,50,139.325472
-23.817926,50,139.379745
-17.594159,50,139.430777
-25.647854,50,139.484239
-26.420924,50,139.541164
-21.122925,50,139.591711
-28.052001,50,139.651068
-28.323588,50,139.705138
-21.455101,50,139.755784
-24.901216,50,139.815789
-20.135566,50,139.865395
-31.349806,50,139.913289
-28.374653,50,139.965662
-25.494576,50,140.021297
-23.531306,50,140.081067
-31.231991,50,140.129998
-28.939379,50,140.190746
-24.654373,50,141.302587
-25.491481,50,141.351008
-26.513952,50,141.404261
-25.627912,50,141.461973
-26.092604,50,141.514096
-27.770223,50,141.570129
-26.973602,50,141.620512
-22.215888,50,141.668783
-23.325367,50,141.720137
-22.206866,50,141.771789
-23.477049,50,141.821257
-20.696678,50,141.87923
-20.679553,50,141.935931
-24.235174,50,141.986357
-19.040568,50,142.045278
-29.807026,50,142.098404
-30.837091,50,142.147011
-30.718257,50,142.202361
-28.64139,50,142.255867
-24.863252,50,142.308588
-22.806085,50,142.362426
-21.698095,50,142.419589
-33.923465,50,142.470739
-24.627126,50,142.523955
-22.559659,50,142.579436
-18.504427,50,142.639208
-27.530491,50,142.688419
-29.092889,50,142.741831
-23.489288,50,142.794008
-25.801834,50,142.845625
-23.475391,50,142.905055
-24.088376,50,142.963111
-32.164306,50,143.018305
-20.892043,50,143.070807
-31.854104,50,143.121464
-31.286836,50,143.174395
-23.267069,50,143.225955
-25.328928,50,143.280414
-25.809813,50,143.338089
-21.24259,50,143.39242
-26.088844,50,143.444448
-22.100457,50,144.54758
-27.909967,50,144.597293
-24.361932,50,144.649607
-21.638423,50,144.706141
-25.078742,50,144.755028
-26.58708,50,144.808178
-23.500632,50,144.863795
-26.51884,50,144.919616
-23.57343,50,144.970655
-21.943134,50,145.019557
-24.970738,50,145.071289
-25.011511,50,145.122041
-28.413531,50,145.170768
-22.635611,50,145.220158
-25.489451,50,145.270349
-26.647498,50,145.320512
-24.962863,50,145.3699
-27.484423,50,145.422996
-21.660009,50,145.479857
-29.271875,50,145.529305
-27.865207,50,145.582032
-26.772237,50,145.634264
-22.979955,50,145.690879
-26.950712,50,145.746608
-20.883781,50,145.802451
-26.553219,50,145.861198
-24.976071,50,145.915386
-23.073778,50,145.972013
-16.452882,50,146.0277
-29.216644,50,146.081814
-28.014228,50,146.136131
-20.911844,50,146.188143
-26.740456,50,146.237846
-24.851868,50,146.296403
-28.326115,50,146.349627
-27.731581,50,146.402908
-27.038444,50,146.457493
-23.296724,50,146.510461
-22.36781,50,146.561219
-24.637717,50,146.61395
-23.22504,50,146.667994
-24.666238,50,147.682411
-28.008673,50,147.733947
-29.214405,50,147.784457
-18.945322,50,147.834842
-26.523449,50,147.88853
-26.141253,50,147.946826
-26.263241,50,147.996038
-29.831112,50,148.046905
-25.836409,50,148.0953
-28.457988,50,148.145182
-26.615409,50,148.193695
-25.689847,50,148.244256
-25.376634,50,148.296823
-23.261403,50,148.351305
-19.287044,50,148.402675
-22.274893,50,148.451905
-24.144683,50,148.50049
-21.16458,50,148.549213
-27.18076,50,148.59767
-22.297147,50,148.647841
-24.752,50,148.703504
-22.805492,50,148.757776
-24.020452,50,148.812618
-21.483794,50,148.863468
-19.728184,50,148.912167
-25.264509,50,148.962764
-26.442414,50,149.015824
-23.869767,50,149.070615
-32.383579,50,149.127935
-21.360956,50,149.184793
-22.494713,50,149.2362
-29.038196,50,149.291356
-23.067516,50,149.348211
-27.313517,50,149.404691
-20.130253,50,149.459531
-26.552521,50,149.520374
-25.374454,50,149.575222
-23.697693,50,149.628649
-27.091568,50,149.687952
-28.246676,50,149.740619
-25.074332,50,149.79194
-25.479879,50,150.861822
-21.391703,50,150.920765
-24.492597,50,150.981679
-20.891967,50,151.038275
-25.62817,50,151.093256
-27.188715,50,151.148427
-23.911196,50,151.201382
-20.835656,50,151.256704
-22.059193,50,151.310292
-24.917934,50,151.364829
-21.769026,50,151.418947
-21.294623,50,151.475248
-22.257671,50,151.533104
-27.341317,50,151.593415
-24.307814,50,151.650255
-24.674978,50,151.718725
-19.068965,50,151.782969
-27.210191,50,151.840969
-26.947056,50,151.904235
-23.250815,50,151.956056
-22.053196,50,152.016815
-22.737635,50,152.074367
-21.785938,50,152.133399
-29.371241,50,152.193606
-26.67377,50,152.255933
-27.024137,50,152.322037
-30.443362,50,152.380736
-24.470816,50,152.438264
-26.976658,50,152.492967
-23.689205,50,152.552364
-22.694719,50,152.611124
-23.489204,50,152.675287
-23.425399,50,152.746264
-19.354863,50,152.804611
-25.799931,50,152.861448
-28.657584,50,152.919078
-20.629427,50,152.974547
-22.959545,50,153.03116
-17.85964,50,153.091052
-26.435391,50,153.150502
-26.343444,50,153.203753
-21.139705,50,154.2356
-19.1661,50,154.289832
-25.424924,50,154.344085
-18.841039,50,154.402631
-21.203036,50,154.458939
-20.498665,50,154.514786
-18.328336,50,154.570449
-27.093214,50,154.626834
-22.676874,50,154.688875
-22.218142,50,154.746788
-18.60994,50,154.799212
-26.693181,50,154.851536
-27.776837,50,154.900192
-23.558787,50,154.955371
-27.951955,50,155.015349
-22.343094,50,155.071075
-23.243718,50,155.126909
-24.199991,50,155.179361
-19.855042,50,155.231993
-20.219759,50,155.28387
-24.233504,50,155.339408
-23.114514,50,155.393581
-22.884769,50,155.444639
-21.145395,50,155.491905
-23.886039,50,155.546841
-25.323843,50,155.604392
-24.839078,50,155.659766
-20.473513,50,155.708644
-22.572078,50,155.763484
-19.164892,50,155.815114
-21.171884,50,155.865016
-30.244195,50,155.916607
-27.99176,50,155.971482
-20.811475,50,156.028421
-21.117617,50,156.083459
-18.324831,50,156.137552
-27.865819,50,156.190197
-24.053681,50,156.242135
-20.974228,50,156.294454
-17.548815,50,156.348398
-27.077661,50,156.397077
-22.221537,50,157.427025
-18.08967,50,157.480001
-19.616837,50,157.531393
-19.132024,50,157.588748
-23.090985,50,157.6426
-21.034449,50,157.690379
-18.172968,50,157.746209
-24.370101,50,157.801733
-23.39574,50,157.85373
-15.299523,50,157.911182
-16.172327,50,157.962143
-25.314745,50,158.018483
-28.033865,50,158.079051
-21.925971,50,158.135311
-26.739151,50,158.193591
-19.272464,50,158.258105
-22.633459,50,158.30949
-21.280557,50,158.364661
-21.111319,50,158.426481
-19.0223,50,158.481936
-22.164904,50,158.534488
-19.533056,50,158.590052
-21.703585,50,158.642013
-25.237524,50,158.69301
-26.894963,50,158.749556
-23.044499,50,158.800251
-24.086672,50,158.854049
-21.410205,50,158.909544
-20.378597,50,158.961798
-22.645796,50,159.018322
-20.853087,50,159.072207
-20.400293,50,159.128098
-19.956055,50,159.181111
-19.660841,50,159.234072
-24.318642,50,159.288409
-18.567183,50,159.336288
-22.878734,50,159.386447
-24.301194,50,159.44486
-22.544284,50,159.502614
-26.276242,50,159.558815
-22.637581,50,159.617132
-21.539363,50,160.743924
-20.877503,50,160.799008
-20.523868,50,160.850544
-21.362337,50,160.902193
-22.382215,50,160.952076
-27.724439,50,161.008516
-22.498205,50,161.056737
-24.562728,50,161.109684
-23.183541,50,161.158431
-22.613444,50,161.208887
-18.509161,50,161.258372
-21.409739,50,161.306704
-17.439427,50,161.355183
-22.261195,50,161.402405
-20.926576,50,161.453224
-27.598708,50,161.509393
-30.576404,50,161.558537
-18.67956,50,161.605116
-25.606408,50,161.655123
-27.255025,50,161.709901
-20.145197,50,161.76145
-24.743319,50,161.820912
-24.833743,50,161.871212
-21.632791,50,161.924366
-22.492878,50,161.978551
-20.937868,50,162.03266
-21.998871,50,162.088004
-19.514877,50,162.138399
-18.670743,50,162.192756
-19.489093,50,162.240139
-25.042972,50,162.290065
-24.837406,50,162.338025
-18.279685,50,162.385823
-26.105426,50,162.433457
-19.213502,50,162.480481
-22.143354,50,162.528375
-23.159703,50,162.581177
-21.964126,50,162.638551
-30.005424,50,162.68646
-22.921353,50,162.738163
-21.013923,50,162.792892
-19.267305,50,163.786663
-22.031596,50,163.841076
-22.817374,50,163.894722
-21.863364,50,163.948456
-20.857438,50,163.999848
-19.874047,50,164.054088
-23.199145,50,164.108294
-22.116121,50,164.158739
-22.511864,50,164.218052
-28.814589,50,164.274656
-19.393789,50,164.328587
-14.914285,50,164.382909
-19.666438,50,164.431564
-23.414318,50,164.482599
-23.300116,50,164.53973
-25.046465,50,164.593653
-25.024981,50,164.646172
-19.930232,50,164.693112
-25.13383,50,164.742203
-26.458705,50,164.793218
-19.518675,50,164.847302
-25.367405,50,164.898701
-15.459646,50,164.951056
-17.660437,50,165.004679
-22.550566,50,165.054169
-25.118499,50,165.103687
-22.512516,50,165.159015
-25.960462,50,165.211147
-18.756402,50,165.268708
-22.825573,50,165.321032
-16.993583,50,165.377271
-23.63925,50,165.426948
-21.992903,50,165.475058
-20.855879,50,165.523318
-27.52146,50,165.569872
-24.969822,50,165.620018
-25.151033,50,165.668719
-21.926983,50,165.71887
-16.337224,50,165.772499
-25.872916,50,165.825968
-24.340183,50,165.87746
-25.135251,50,166.895386
-20.786112,50,166.946718
-16.140558,50,166.995566
-16.464336,50,167.050539
-19.797295,50,167.101861
-15.960149,50,167.157622
-27.682215,50,167.210613
-24.813131,50,167.258357
-25.258935,50,167.308183
-22.365116,50,167.356633
-28.160411,50,167.406906
-17.958761,50,167.460781
-21.745042,50,167.508838
-23.895683,50,167.564426
-20.475264,50,167.618773
-24.683719,50,167.672475
-21.527068,50,167.723935
-16.659679,50,167.771392
-18.079305,50,167.819454
-21.110798,50,167.867178
-16.95411,50,167.916219
-17.120191,50,167.969728
-18.143265,50,168.023164
-23.991817,50,168.071957
-25.299903,50,168.119155
-17.222101,50,168.170206
-18.938762,50,168.222233
-21.307467,50,168.275348
-23.912283,50,168.329029
-17.611647,50,168.382158
-19.607564,50,168.436607
-17.549491,50,168.490635
-18.132171,50,168.537763
-19.71889,50,168.587072
-18.596187,50,168.635069
-19.088191,50,168.68219
-15.744767,50,168.731069
-21.884124,50,168.778172
-19.71928,50,168.826729
-20.590884,50,168.872732
-21.042592,50,168.922297
-20.447319,50,169.935868
-18.318813,50,169.989298
-21.57352,50,170.047951
-16.039799,50,170.101041
-22.727348,50,170.156159
-22.713428,50,170.21155
-25.616583,50,170.263574
-18.295874,50,170.318384
-16.474479,50,170.371985
-26.651856,50,170.421278
-16.024837,50,170.475919
-24.613879,50,170.530248
-21.603829,50,170.588142
-21.524847,50,170.635548
-18.849594,50,170.689358
-19.215895,50,170.742656
-18.02279,50,170.795721
-18.373264,50,170.850812
-18.618122,50,170.90152
-25.494502,50,170.953871
-21.474274,50,171.008062
-18.904694,50,171.061779
-25.244353,50,171.112611
-17.876309,50,171.161134
-24.183857,50,171.213402
-25.711025,50,171.261144
-18.525201,50,171.312221
-18.953082,50,171.361255
-16.84995,50,171.412217
-19.159273,50,171.462672
-23.806627,50,171.5151
-23.72881,50,171.562001
-22.963519,50,171.614118
-23.078819,50,171.66323
-22.398775,50,171.721325
-18.658229,50,171.778118
-20.069034,50,171.828787
-21.452336,50,171.875549
-23.341641,50,171.928075
-13.722594,50,171.980222
-24.410771,50,173.042933
-22.2441,50,173.09281
-23.053969,50,173.144335
-20.329476,50,173.193578
-18.180611,50,173.245952
-23.79439,50,173.296699
-21.582807,50,173.355993
-23.033984,50,173.411562
-18.841179,50,173.466858
-17.776271,50,173.522701
-23.128373,50,173.57167
-19.715595,50,173.6269
-18.970672,50,173.682918
-21.168303,50,173.736889
-16.29021,50,173.787267
-23.836957,50,173.843652
-17.99791,50,173.893547
-20.828228,50,173.948278
-18.21122,50,174.008441
-18.853466,50,174.064038
-15.1397,50,174.120295
-24.434966,50,174.176981
-20.429846,50,174.231615
-24.115524,50,174.292039
-18.077677,50,174.371023
-21.448809,50,174.430073
-16.613961,50,174.482449
-20.440407,50,174.536196
-26.881023,50,174.589033
-15.888192,50,174.647192
-16.554279,50,174.703867
-19.700058,50,174.761114
-25.334419,50,174.815267
-20.076369,50,174.871859
-25.293274,50,174.932014
-16.575401,50,174.989857
-25.560394,50,175.044984
-17.755526,50,175.100045
-16.892547,50,175.153132
-15.413029,50,175.211161
-25.000293,50,175.268153
-18.369221,50,176.27842
-18.448298,50,176.335177
-18.150865,50,176.38887
-16.907708,50,176.443102
-16.773309,50,176.495279
-24.561184,50,176.548584
-21.47662,50,176.598914
-14.991725,50,176.654389
-22.05359,50,176.705901
-15.088285,50,176.756069
