step,cube_z,lowest_corner,tilt_deg,finger_sum,gap
77,0.13733,0.10591,37.0,0.04536,0.01602
78,0.13831,0.10662,37.7,0.04536,0.01623
79,0.13604,0.10374,37.2,0.04538,0.01592
80,0.13465,0.10281,36.5,0.04535,0.016
81,0.13679,0.10536,36.7,0.04535,0.01603
82,0.14335,0.11162,38.7,0.04535,0.01593
83,0.1447,0.11252,39.2,0.04537,0.01608
84,0.14384,0.11183,38.8,0.04534,0.01607
85,0.14268,0.11086,38.3,0.04533,0.016
86,0.14264,0.11099,38.3,0.04533,0.01599
87,0.14332,0.11164,38.5,0.04533,0.01597
88,0.14847,0.11691,39.7,0.04534,0.01597
89,0.1524,0.12058,40.8,0.04534,0.01599
90,0.15402,0.12232,41.1,0.04533,0.01598
91,0.15547,0.12377,41.4,0.04533,0.01598
92,0.15599,0.12449,41.4,0.04533,0.016
93,0.15655,0.12517,41.5,0.04533,0.01597
94,0.15827,0.12704,41.8,0.04534,0.01599
95,0.159,0.12771,41.9,0.04533,0.01598
96,0.16013,0.12903,42.1,0.04534,0.01599
97,0.15878,0.12748,41.8,0.04535,0.016
98,0.15969,0.1288,41.8,0.04535,0.01597
99,0.15858,0.12732,41.6,0.04534,0.016
100,0.1577,0.12682,41.3,0.04534,0.01597
101,0.1575,0.12635,41.3,0.04534,0.01597
102,0.15604,0.12488,40.9,0.04533,0.01602
103,0.15585,0.12476,40.9,0.04534,0.01601
104,0.15642,0.1253,40.9,0.04533,0.01599
105,0.15648,0.12538,40.9,0.04533,0.01598
106,0.15627,0.12507,40.9,0.04533,0.01598
107,0.15802,0.12705,41.2,0.04534,0.01599
108,0.15807,0.12683,41.3,0.04534,0.01598
109,0.15785,0.12679,41.2,0.04533,0.01598
110,0.15644,0.12521,40.9,0.04534,0.01601
111,0.15579,0.1248,40.7,0.04534,0.01601
112,0.15543,0.12431,40.6,0.04533,0.01601
113,0.15643,0.12542,40.8,0.04534,0.01599
114,0.15523,0.12399,40.5,0.04534,0.01598
115,0.15653,0.12575,40.7,0.04535,0.016
116,0.1554,0.12412,40.5,0.04535,0.01599
117,0.15665,0.12604,40.7,0.04537,0.01596
118,0.15629,0.12501,40.7,0.04536,0.01596
119,0.156,0.12522,40.5,0.04535,0.01598
120,0.15484,0.12364,40.3,0.04535,0.01596
121,0.15463,0.12375,40.2,0.04534,0.01597
122,0.15398,0.12273,40.2,0.04534,0.01598
123,0.1537,0.12265,40.0,0.04533,0.01601
124,0.15314,0.12187,39.9,0.04534,0.01598
125,0.15475,0.12387,40.2,0.04535,0.01597
126,0.15494,0.1237,40.3,0.04534,0.01597
127,0.15594,0.12505,40.5,0.04535,0.01598
128,0.15472,0.12341,40.3,0.04534,0.01598
129,0.15561,0.12478,40.4,0.04535,0.01597
130,0.15583,0.12458,40.5,0.04534,0.01598
131,0.15567,0.12473,40.4,0.04534,0.01598
132,0.15448,0.12328,40.2,0.04534,0.01599
133,0.15352,0.12258,39.9,0.04533,0.01597
134,0.15332,0.12212,39.9,0.04534,0.01598
135,0.15397,0.12294,40.0,0.04534,0.01598
136,0.15401,0.12279,40.1,0.04533,0.016
137,0.15401,0.12293,40.1,0.04533,0.01596
138,0.15404,0.12277,40.1,0.04533,0.01598
139,0.15495,0.1239,40.3,0.04534,0.01596
140,0.15541,0.12417,40.4,0.04533,0.01597
141,0.15515,0.12401,40.3,0.04533,0.01601
142,0.15463,0.12342,40.2,0.04533,0.01598
143,0.15615,0.12515,40.5,0.04534,0.01595
144,0.15637,0.12514,40.6,0.04534,0.016
145,0.15555,0.12449,40.4,0.04533,0.01599
146,0.15533,0.12421,40.3,0.04534,0.01602
147,0.15634,0.12538,40.5,0.04534,0.01599
148,0.15653,0.12549,40.5,0.04533,0.01598
149,0.15692,0.126,40.6,0.04534,0.01598
150,0.15656,0.12547,40.6,0.04533,0.01598
151,0.15487,0.12377,40.2,0.04533,0.01599
152,0.15443,0.12345,40.0,0.04534,0.01601
153,0.15387,0.12272,39.9,0.04534,0.01598
154,0.15533,0.12436,40.2,0.04534,0.01597
155,0.15647,0.12533,40.5,0.04533,0.01599
156,0.15695,0.12587,40.6,0.04533,0.01598
157,0.15627,0.12506,40.5,0.04533,0.01603
158,0.15584,0.12486,40.3,0.04534,0.01597
159,0.15565,0.12451,40.3,0.04533,0.01601
160,0.15543,0.12443,40.2,0.04533,0.01598
161,0.15646,0.12546,40.4,0.04533,0.01597
162,0.15638,0.12525,40.5,0.04533,0.01601
163,0.15598,0.12502,40.3,0.04534,0.01598
164,0.15605,0.12501,40.3,0.04533,0.01598
165,0.15778,0.12684,40.7,0.04534,0.01599
166,0.15667,0.12547,40.5,0.04533,0.01599
167,0.15745,0.12663,40.6,0.04535,0.01596
168,0.15758,0.1263,40.7,0.04535,0.01597
169,0.15668,0.1256,40.5,0.04534,0.016
170,0.15568,0.12452,40.3,0.04534,0.01605
171,0.15577,0.12478,40.2,0.04534,0.01596
172,0.15788,0.12673,40.8,0.04534,0.01598
173,0.15646,0.12514,40.5,0.04533,0.01604
174,0.15567,0.12476,40.2,0.04534,0.01597
175,0.15523,0.12394,40.2,0.04535,0.01598
176,0.1551,0.12395,40.2,0.04534,0.016
177,0.15509,0.12389,40.1,0.04533,0.01598
178,0.15681,0.12576,40.5,0.04534,0.016
179,0.15561,0.12434,40.3,0.04534,0.01598
180,0.1566,0.12575,40.4,0.04535,0.01596
181,0.15692,0.12563,40.6,0.04535,0.01598
182,0.15657,0.1255,40.4,0.04534,0.01602
183,0.15565,0.12444,40.2,0.04533,0.01604
184,0.1578,0.12695,40.7,0.04535,0.01599
185,0.15769,0.12651,40.7,0.04534,0.01598
186,0.15829,0.12748,40.7,0.04535,0.01598
187,0.15622,0.12496,40.3,0.04535,0.016
188,0.15544,0.12471,40.0,0.04535,0.01598
189,0.15453,0.12339,39.9,0.04535,0.016
190,0.154,0.12311,39.6,0.04533,0.01598
191,0.15401,0.12299,39.7,0.04533,0.016
192,0.15519,0.12433,39.9,0.04534,0.01598
193,0.15551,0.12444,40.1,0.04533,0.01598
194,0.15497,0.12396,39.9,0.04533,0.016
195,0.1551,0.12413,40.0,0.04533,0.01597
196,0.15516,0.12405,40.0,0.04533,0.01599
197,0.15591,0.12493,40.1,0.04534,0.01598
198,0.1558,0.12469,40.1,0.04533,0.01601
199,0.15513,0.12412,39.9,0.04533,0.01598
200,0.15566,0.12459,40.1,0.04534,0.016
201,0.15557,0.12447,40.0,0.04533,0.016
202,0.15585,0.12477,40.1,0.04533,0.01597
203,0.15733,0.1263,40.5,0.04533,0.016
204,0.15671,0.12561,40.3,0.04533,0.01602
205,0.15616,0.12522,40.1,0.04533,0.01599
206,0.15653,0.12547,40.3,0.04534,0.01597
207,0.15645,0.12539,40.3,0.04533,0.01599
208,0.15486,0.12387,39.9,0.04533,0.01599
209,0.15418,0.12332,39.7,0.04534,0.01598
210,0.15438,0.12331,39.8,0.04534,0.01599
211,0.15533,0.12431,40.0,0.04533,0.01601
212,0.15568,0.12458,40.1,0.04533,0.01599
213,0.15589,0.12478,40.1,0.04533,0.01599
214,0.1563,0.12513,40.2,0.04533,0.016
215,0.15599,0.12483,40.1,0.04533,0.01598
216,0.15572,0.1247,40.0,0.04534,0.01601
217,0.15573,0.12467,40.0,0.04533,0.01601
218,0.15603,0.12499,40.1,0.04533,0.01598
219,0.15702,0.12601,40.3,0.04533,0.01599
220,0.1569,0.12579,40.3,0.04533,0.01598
221,0.15647,0.12546,40.2,0.04533,0.01598
222,0.15654,0.12552,40.2,0.04533,0.01597
223,0.15668,0.12566,40.2,0.04533,0.01602
224,0.15746,0.12652,40.3,0.04533,0.01596
225,0.15795,0.12692,40.5,0.04534,0.01599
226,0.15706,0.12604,40.2,0.04533,0.01599
227,0.15731,0.12646,40.3,0.04534,0.01598
228,0.15786,0.1269,40.4,0.04533,0.016
229,0.15678,0.12584,40.1,0.04533,0.01604
230,0.15658,0.1259,40.0,0.04534,0.01602
231,0.15665,0.12582,40.0,0.04534,0.01599
232,0.15849,0.12778,40.5,0.04534,0.01599
233,0.15697,0.12589,40.2,0.04534,0.01599
234,0.1568,0.12633,40.1,0.04536,0.01597
235,0.15624,0.12519,40.0,0.04535,0.01601
236,0.15474,0.12384,39.6,0.04533,0.01597
237,0.15482,0.12374,39.7,0.04534,0.01598
238,0.15489,0.12378,39.7,0.04533,0.01597
239,0.15418,0.12299,39.6,0.04533,0.01599
240,0.15403,0.12303,39.5,0.04533,0.01597
241,0.15459,0.12349,39.7,0.04533,0.01598
242,0.15487,0.12379,39.7,0.04533,0.01599
243,0.15499,0.12391,39.8,0.04533,0.01599
244,0.15524,0.12419,39.8,0.04533,0.01598
245,0.15495,0.12378,39.8,0.04533,0.01601
246,0.15478,0.12371,39.7,0.04533,0.01598
247,0.15494,0.12381,39.8,0.04533,0.01599
248,0.15535,0.12426,39.9,0.04533,0.01597
