step,gap,finger_sum,raw_grip_action,sent_grip_action,refresh,commands_close,yaw_to_cube_deg,cube_z,r_approach,r_fingers_on_cube,bump,held,reward_total
73,0.01347,0.05536,-0.0756,0.013,0,0,5.85,0.03211,3.1969,1.1069,0.6483,1,0.1206
74,0.01605,0.0542,0.2932,0.013,0,0,3.79,0.02988,3.0636,0.8579,0.6789,1,0.112
75,0.01241,0.0576,0.0248,0.0248,1,0,7.68,0.0283,3.2546,1.1355,0.5894,1,0.1228
76,0.01303,0.05944,0.0403,0.0248,0,0,11.54,0.02771,3.2208,0.9717,0.541,1,0.1186
77,0.01712,0.05517,-0.0765,0.0248,0,0,9.61,0.02859,3.0105,0.7259,0.6535,1,0.1078
78,0.01281,0.05858,0.1034,0.0248,0,0,6.03,0.02934,3.2327,1.038,0.5637,1,0.1202
79,0.00941,0.06069,-0.1501,0.0248,0,0,7.31,0.02996,3.4239,1.3539,0.5082,1,0.1318
80,0.01449,0.05376,-0.1782,-0.1782,1,1,7.23,0.02949,3.1431,1.0482,0.6906,1,0.118
81,0.01104,0.05318,0.1045,-0.1782,0,1,7.69,0.02839,3.3305,1.5808,0.7058,1,0.1337
82,0.00821,0.04876,-0.0488,-0.1782,0,1,8.33,0.02858,3.4938,2.4729,0.822,1,0.156
83,0.01128,0.04599,-0.2139,-0.1782,0,1,8.66,0.02823,3.3169,1.9525,0.8951,1,0.1408
84,0.0089,0.04838,0.0364,-0.1782,0,1,6.49,0.02787,3.4533,2.3345,0.832,1,0.1521
85,0.00939,0.0514,0.1266,0.1266,1,0,11.29,0.02955,3.4248,2.0079,0.7526,1,0.1448
86,0.01522,0.04742,-0.0826,0.1266,0,0,12.83,0.02805,3.1053,1.1946,0.8573,1,0.1198
87,0.01222,0.0535,0.0609,0.1266,0,0,10.09,0.02675,3.265,1.3723,0.6974,1,0.1277
88,0.00902,0.05849,-0.0032,0.1266,0,0,5.1,0.02576,3.4464,1.5694,0.5661,1,0.1367
89,0.01325,0.05702,-0.0978,0.1266,0,0,5.15,0.02556,3.209,1.0597,0.6049,1,0.12
90,0.01069,0.06095,0.1073,0.1073,1,0,7.94,0.02544,3.3501,1.1658,0.5014,1,0.1259
91,0.00731,0.06304,0.1339,0.1073,0,0,10.33,0.02534,3.5472,1.4664,0.4463,0,0.1373
92,0.01272,0.05794,-0.1692,0.1073,0,0,9.16,0.02514,3.2374,1.0793,0.5805,1,0.1212
93,0.01159,0.06009,0.0558,0.1073,0,0,8.18,0.02476,3.2996,1.1051,0.5241,1,0.1234
94,0.00975,0.06266,-0.0217,0.1073,0,0,7.3,0.02381,3.4038,1.172,0.4562,0,0.1276
95,0.01067,0.05519,-0.1481,-0.1481,1,1,12.27,0.02516,3.3513,1.5217,0.6529,1,0.1331
96,0.00999,0.05202,0.075,-0.1481,0,1,15.41,0.02556,3.3904,1.8458,0.7363,1,0.1407
97,0.01105,0.04705,0.2137,-0.1481,0,1,13.07,0.03162,3.3298,1.9395,0.8672,1,0.1409
98,0.01285,0.04428,-0.0305,-0.1481,0,1,5.89,0.02936,3.2305,1.7233,0.9401,1,0.1339
99,0.01245,0.04574,0.1001,-0.1481,0,1,6.94,0.02901,3.2522,1.7285,0.9017,1,0.1346
100,0.01252,0.05078,0.0384,0.0384,1,0,2.0,0.03127,3.2485,1.463,0.7689,1,0.1292
101,0.01334,0.05126,0.0093,0.0384,0,0,0.4,0.03188,3.2042,1.3116,0.7563,1,0.1249
102,0.01629,0.05017,0.1228,0.0384,0,0,3.92,0.03006,3.0516,0.964,0.7849,1,0.1138
103,0.01559,0.05361,-0.0034,0.0384,0,0,2.85,0.03044,3.0867,0.9268,0.6946,1,0.1139
104,0.01438,0.05721,-0.0619,0.0384,0,0,6.23,0.03062,3.1489,0.9221,0.5997,1,0.1156
105,0.01608,0.04994,-0.0711,-0.0711,1,1,14.88,0.02931,3.0617,0.9953,0.791,1,0.1147
106,0.01663,0.04568,0.0971,-0.0711,0,1,16.94,0.02913,3.0344,1.064,0.9032,1,0.1153
107,0.01605,0.04489,-0.0073,-0.0711,0,1,18.11,0.03098,3.0637,1.1678,0.9239,1,0.1182
108,0.01759,0.0443,-0.1077,-0.0711,0,1,19.43,0.02983,2.9876,0.9854,0.9396,1,0.1125
109,0.01832,0.04391,0.1506,-0.0711,0,1,17.78,0.02907,2.9531,0.9117,0.9499,1,0.11
110,0.01844,0.04965,0.1529,0.1529,1,0,14.78,0.03235,2.9476,0.7557,0.7988,1,0.1067
111,0.01646,0.05101,0.2154,0.1529,0,0,19.26,0.03167,3.0429,0.9174,0.7629,1,0.1126
112,0.02035,0.04766,-0.0769,0.1529,0,0,13.36,0.02889,2.8603,0.635,0.851,1,0.1017
113,0.01712,0.05205,0.1155,0.1529,0,0,9.77,0.0275,3.0106,0.817,0.7354,1,0.1096
114,0.01502,0.05372,-0.1345,0.1529,0,0,10.63,0.02675,3.1155,0.9863,0.6915,1,0.116
115,0.01658,0.04718,-0.1613,-0.1613,1,1,10.13,0.02867,3.0373,1.0244,0.8636,1,0.1146
116,0.01303,0.04889,0.1098,-0.1613,0,1,8.92,0.02866,3.2207,1.4702,0.8187,1,0.1285
117,0.01207,0.04542,0.1475,-0.1613,0,1,8.16,0.03214,3.2733,1.8207,0.9099,1,0.137
118,0.01205,0.04291,-0.1405,-0.1613,0,1,7.7,0.0289,3.2742,1.9566,0.9761,1,0.1397
119,0.01281,0.04593,0.064,-0.1613,0,1,9.82,0.02846,3.2326,1.6504,0.8966,1,0.1325
120,0.01052,0.05264,0.0222,0.0222,1,0,11.55,0.03011,3.3597,1.7045,0.7199,1,0.137
121,0.01326,0.05273,-0.1109,0.0222,0,0,9.37,0.02922,3.2082,1.2549,0.7176,1,0.1239
122,0.01274,0.05759,0.2216,0.0222,0,0,4.98,0.02816,3.2366,1.095,0.5898,1,0.1215
123,0.00807,0.05903,0.1578,0.0222,0,0,6.23,0.02671,3.5023,1.6842,0.552,1,0.1404
124,0.01321,0.05543,-0.0005,0.0222,0,0,5.68,0.02626,3.2111,1.1376,0.6465,1,0.1216
125,0.01359,0.05686,0.0222,0.0222,1,0,5.61,0.02576,3.1907,1.0257,0.6088,1,0.1189
126,0.01133,0.06027,0.0352,0.0222,0,0,6.02,0.02436,3.3141,1.1264,0.5192,1,0.1243
127,0.0122,0.058,-0.0255,0.0222,0,0,12.78,0.02554,3.2658,1.1407,0.5788,1,0.1232
128,0.01701,0.05274,0.0948,0.0222,0,0,10.08,0.02656,3.0161,0.8078,0.7173,1,0.1096
129,0.01347,0.05743,-0.0507,0.0222,0,0,7.38,0.02486,3.1973,1.015,0.5939,1,0.1188
130,0.01081,0.06066,0.0794,0.0794,1,0,7.87,0.02275,3.3434,1.1683,0.5089,1,0.1259
131,0.01056,0.05881,0.0154,0.0794,0,0,12.07,0.02364,3.3576,1.3154,0.5577,1,0.1292
132,0.01382,0.05559,0.2139,0.0794,0,0,11.63,0.02457,3.1784,1.054,0.6424,1,0.1191
133,0.01121,0.05901,0.0348,0.0794,0,0,11.97,0.02426,3.3209,1.2145,0.5524,1,0.1261
134,0.00763,0.06262,0.0835,0.0794,0,0,12.41,0.02466,3.5284,1.4572,0.4573,0,0.1366
135,0.01328,0.06236,0.0335,0.0335,1,0,12.13,0.02503,3.2074,0.8104,0.4642,0,0.115
136,0.01178,0.06347,0.1192,0.0335,0,0,15.08,0.02478,3.2894,0.8989,0.435,0,0.119
137,0.00879,0.06648,0.1447,0.0335,0,0,12.74,0.02462,3.4598,1.0098,0.3558,0,0.1258
138,0.01006,0.06433,0.0598,0.0335,0,0,17.79,0.02427,3.3861,1.0257,0.4124,0,0.1242
139,0.01402,0.05891,0.2173,0.0335,0,0,16.37,0.02545,3.1678,0.8898,0.555,1,0.1155
140,0.01012,0.06172,0.0043,0.0043,1,0,14.17,0.02718,3.383,1.1896,0.481,0,0.1273
141,0.00567,0.06533,-0.0413,0.0043,0,0,13.81,0.02844,3.6467,1.4801,0.3861,0,0.1402
142,0.00836,0.06284,-0.0103,0.0043,0,0,14.74,0.02931,3.4851,1.3385,0.4516,0,0.1331
143,0.01177,0.06092,0.1827,0.0043,0,0,10.37,0.02807,3.2897,1.0381,0.502,1,0.1218
144,0.00787,0.0641,0.1102,0.0043,0,0,8.77,0.02706,3.514,1.3021,0.4184,0,0.1331
145,0.00435,0.0665,0.1913,0.1913,1,0,9.98,0.026,3.728,1.531,0.3554,0,0.1434
146,0.01122,0.06122,-0.0448,0.1913,0,0,9.21,0.02461,3.3202,1.0853,0.4943,0,0.1235
147,0.00902,0.06481,0.1708,0.1913,0,0,6.71,0.02277,3.4461,1.1077,0.3998,0,0.1274
148,0.01047,0.06585,-0.0133,0.1913,0,0,20.46,0.02098,3.363,0.8869,0.3723,0,0.1208
149,0.00863,0.06391,-0.1378,0.1913,0,0,18.93,0.02102,3.4691,1.2213,0.4235,0,0.1303
150,0.00456,0.06728,0.1143,0.1143,1,0,6.62,0.02115,3.7147,1.416,0.3348,0,0.1407
151,0.00356,0.06968,0.1411,0.1143,0,0,3.06,0.02172,3.7769,1.2494,0.2715,0,0.139
152,0.00666,0.06328,-0.0227,0.1143,0,0,1.94,0.02128,3.5869,1.5396,0.4399,0,0.1398
153,0.00997,0.05949,0.0596,0.1143,0,0,42.65,0.02108,3.3915,1.3559,0.5398,1,0.1309
154,0.00722,0.06264,0.0531,0.1143,0,0,42.5,0.02209,3.5531,1.5153,0.4568,0,0.1384
155,0.0067,0.06541,0.0242,0.0242,1,0,17.95,0.02159,3.5845,1.3382,0.3838,0,0.1357
156,0.00958,0.06031,-0.1344,0.0242,0,0,34.66,0.02098,3.4141,1.3564,0.5182,1,0.1315
157,0.00533,0.06437,0.1539,0.0242,0,0,1.36,0.02225,3.6676,1.6258,0.4112,0,0.1436
158,0.00403,0.0664,0.028,0.0242,0,0,2.37,0.02314,3.7476,1.5834,0.3578,0,0.145
159,0.00713,0.06217,-0.1535,0.0242,0,0,7.4,0.0236,3.5581,1.5689,0.4692,0,0.1396
160,0.00465,0.06546,0.1313,0.1313,1,0,11.12,0.02331,3.7095,1.6068,0.3827,0,0.1444
161,0.00387,0.06835,0.0344,0.1313,0,0,17.67,0.02263,3.7577,1.3749,0.3065,0,0.1411
162,0.00737,0.06415,-0.0423,0.1313,0,0,41.37,0.02156,3.5438,1.3632,0.4171,0,0.1351
163,0.00669,0.06571,0.0673,0.1313,0,0,26.05,0.021,3.5845,1.3109,0.376,0,0.1352
164,0.00607,0.06874,0.1084,0.1313,0,0,18.36,0.021,3.6222,1.095,0.2963,0,0.1319
165,0.00687,0.06583,0.0048,0.0048,1,0,12.46,0.021,3.5742,1.2792,0.3728,0,0.1342
166,0.00918,0.06154,0.1812,0.0048,0,0,3.35,0.02099,3.4369,1.3246,0.4859,0,0.1315
167,0.00487,0.06553,-0.0293,0.0048,0,0,38.04,0.021,3.6956,1.5679,0.3809,0,0.1432
168,0.00436,0.0693,0.1377,0.0048,0,0,9.44,0.02124,3.7274,1.2116,0.2815,0,0.137
169,0.00762,0.06695,0.032,0.0048,0,0,8.96,0.02109,3.5289,1.0955,0.3435,0,0.1293
170,0.00939,0.06378,0.1594,0.1594,1,0,11.02,0.02099,3.4251,1.1391,0.4267,0,0.1275
171,0.00544,0.06748,0.0739,0.1594,0,0,7.59,0.02106,3.6609,1.2904,0.3296,0,0.1368
172,0.00499,0.06956,0.12,0.1594,0,0,5.53,0.0211,3.6884,1.12,0.2749,0,0.1341
173,0.00794,0.06363,0.0008,0.1594,0,0,22.99,0.02107,3.5098,1.3308,0.4307,0,0.1335
174,0.00317,0.06694,0.0339,0.1594,0,0,24.11,0.02154,3.8014,1.633,0.3436,0,0.1473
175,0.00302,0.07007,0.0947,0.0947,1,0,12.65,0.02172,3.8104,1.2567,0.2614,0,0.1401
176,0.00759,0.06486,-0.0718,0.0947,0,0,5.65,0.02166,3.5306,1.2738,0.3983,0,0.133
177,0.00907,0.06365,0.1858,0.0947,0,0,10.05,0.02104,3.4437,1.187,0.4302,0,0.1289
178,0.00572,0.06758,0.092,0.0947,0,0,22.86,0.021,3.644,1.2482,0.3269,0,0.1355
179,0.00631,0.06911,0.075,0.0947,0,0,41.53,0.021,3.6076,1.036,0.2867,0,0.1303
180,0.0097,0.06397,0.0475,0.0475,1,0,22.74,0.02106,3.4066,1.0896,0.422,0,0.126
181,0.00535,0.06772,0.0924,0.0475,0,0,29.19,0.02129,3.6662,1.2747,0.3231,0,0.1366
182,0.00491,0.07059,0.2529,0.0475,0,0,15.53,0.02161,3.6935,1.0162,0.2476,0,0.1322
183,0.01032,0.06507,-0.028,0.0475,0,0,12.02,0.02155,3.3714,0.9507,0.3928,0,0.1222
184,0.01031,0.06232,0.0469,0.0475,0,0,37.87,0.02103,3.3719,1.1273,0.4653,0,0.1258
185,0.00558,0.06295,-0.0877,-0.0877,1,1,38.26,0.021,3.6524,1.7352,0.4488,0,0.1454
186,0.00586,0.0567,0.2189,-0.0877,0,1,8.98,0.02247,3.6354,2.3115,0.6131,1,0.1565
187,0.00656,0.0542,0.0782,-0.0877,0,1,9.39,0.02329,3.5926,2.398,0.6791,1,0.1571
188,0.00758,0.05367,0.1731,-0.0877,0,1,12.19,0.02287,3.5316,2.2196,0.6929,1,0.1519
189,0.0048,0.05463,-0.0109,-0.0877,0,1,5.41,0.02276,3.7001,2.7664,0.6677,1,0.1673
190,0.00713,0.05976,0.0635,0.0635,1,0,1.67,0.02504,3.5584,1.7816,0.5326,1,0.1439
191,0.00838,0.05877,0.0335,0.0635,0,0,3.54,0.025,3.4841,1.6534,0.5587,1,0.1393
192,0.00671,0.06585,0.0578,0.0635,0,0,12.95,0.02194,3.5833,1.2959,0.3724,0,0.1348
193,0.00679,0.0697,0.1928,0.0635,0,0,9.0,0.02109,3.579,0.937,0.2711,0,0.1276
194,0.00668,0.06654,-0.0329,0.0635,0,0,8.01,0.02115,3.5854,1.2366,0.3542,0,0.1337
195,0.008,0.06596,0.1551,0.1551,1,0,33.59,0.02101,3.5065,1.1357,0.3696,0,0.1296
196,0.00494,0.06876,0.0665,0.1551,0,0,8.96,0.021,3.6917,1.2114,0.2959,0,0.136
197,0.00802,0.06603,-0.0244,0.1551,0,0,43.85,0.021,3.5053,1.1278,0.3677,0,0.1294
198,0.01043,0.06284,0.0434,0.1551,0,0,33.63,0.02107,3.3652,1.0803,0.4516,0,0.1247
199,0.00583,0.06625,-0.0884,0.1551,0,0,3.63,0.02204,3.6372,1.3677,0.3618,0,0.1377
200,0.00502,0.06916,0.1008,0.1008,1,0,19.49,0.02281,3.6866,1.1591,0.2852,0,0.1349
201,0.00908,0.06743,-0.0049,0.1008,0,0,27.52,0.02389,3.4428,0.9115,0.3309,0,0.1234
202,0.00818,0.06898,0.1754,0.1008,0,0,3.07,0.02108,3.4958,0.8756,0.2901,0,0.1241
203,0.00444,0.07213,0.0018,0.1008,0,0,0.63,0.02103,3.7224,0.8854,0.2071,0,0.1303
204,0.00545,0.07374,0.0716,0.1008,0,0,41.46,0.021,3.6601,0.6445,0.1648,0,0.1239
205,0.0104,0.06943,0.1435,0.1435,1,0,5.94,0.02121,3.3668,0.6678,0.2783,0,0.1165
206,0.00922,0.0655,0.1685,0.1435,0,0,5.79,0.0216,3.4349,1.0366,0.3816,0,0.1257
207,0.00419,0.06982,-0.0132,0.1435,0,0,14.68,0.021,3.738,1.1697,0.2678,0,0.1363
208,0.00477,0.07287,0.2464,0.1435,0,0,17.16,0.021,3.7019,0.7792,0.1876,0,0.1277
209,0.00767,0.06924,0.0563,0.1435,0,0,25.85,0.021,3.5259,0.8988,0.2832,0,0.1253
210,0.00991,0.06512,0.162,0.162,1,0,3.95,0.02101,3.3948,0.9894,0.3915,0,0.1237
211,0.00548,0.06885,0.0906,0.162,0,0,10.15,0.021,3.6586,1.1452,0.2935,0,0.1338
212,0.00594,0.0708,0.1738,0.162,0,0,5.0,0.02106,3.6304,0.9053,0.242,0,0.1283
213,0.00928,0.06505,0.028,0.162,0,0,3.65,0.021,3.4311,1.0619,0.3935,0,0.1261
214,0.00976,0.06516,0.0726,0.162,0,0,20.79,0.02103,3.4035,1.003,0.3907,0,0.1242
215,0.00723,0.06748,0.1055,0.1055,1,0,3.24,0.02131,3.552,1.0907,0.3294,0,0.1299
216,0.01064,0.06475,0.1107,0.1055,0,0,25.08,0.02119,3.353,0.9385,0.4014,0,0.1215
217,0.01145,0.06207,0.0063,0.1055,0,0,11.28,0.0211,3.3076,1.0108,0.4719,0,0.1217
218,0.00563,0.06784,-0.0818,0.1055,0,0,24.38,0.02103,3.6491,1.2318,0.3201,0,0.1352
219,0.0055,0.07071,0.1385,0.1055,0,0,2.11,0.02148,3.6569,0.9519,0.2446,0,0.1299
220,0.00622,0.06609,0.0266,0.0266,1,0,2.63,0.02123,3.6131,1.3345,0.3661,0,0.1364
221,0.00698,0.06382,0.208,0.0266,0,0,10.01,0.02178,3.5674,1.4451,0.4258,0,0.1374
222,0.00702,0.06649,0.0365,0.0266,0,0,22.98,0.0228,3.5652,1.2022,0.3554,0,0.1324
223,0.0065,0.06967,0.1578,0.0266,0,0,44.42,0.02322,3.5963,0.9655,0.2718,0,0.1286
224,0.00783,0.06476,0.0438,0.0266,0,0,21.46,0.0232,3.5164,1.253,0.401,0,0.1322
225,0.01075,0.06032,0.2485,0.2485,1,0,21.48,0.02259,3.3466,1.196,0.5178,1,0.1265
226,0.00898,0.06337,0.0882,0.2485,0,0,3.35,0.02236,3.4487,1.2182,0.4377,0,0.1296
227,0.00693,0.06669,0.1785,0.2485,0,0,3.21,0.02167,3.5702,1.1939,0.3502,0,0.1325
228,0.00829,0.06197,0.0035,0.2485,0,0,1.46,0.02211,3.4893,1.4169,0.4746,0,0.1347
229,0.01129,0.05848,0.3471,0.2485,0,0,1.2,0.02322,3.3165,1.2341,0.5662,1,0.1265
230,0.00982,0.06205,0.1178,0.1178,1,0,1.28,0.02376,3.4,1.2053,0.4725,0,0.1281
231,0.00831,0.06517,0.1577,0.1178,0,0,0.32,0.02375,3.488,1.1628,0.3904,0,0.1296
232,0.01021,0.06106,-0.0347,0.1178,0,0,3.46,0.02327,3.3776,1.22,0.4983,0,0.1278
233,0.00934,0.06059,0.2838,0.1178,0,0,8.18,0.02261,3.4279,1.3701,0.5107,1,0.1322
234,0.00698,0.06363,0.238,0.1178,0,0,5.8,0.02178,3.5675,1.4619,0.4307,0,0.1378
235,0.00873,0.06213,0.0377,0.0377,1,0,3.19,0.02104,3.4636,1.3429,0.4701,0,0.1326
236,0.01046,0.05851,0.1914,0.0377,0,0,23.34,0.02098,3.3631,1.3474,0.5654,1,0.13
237,0.00861,0.06318,0.1762,0.0377,0,0,13.45,0.02251,3.4704,1.2794,0.4427,0,0.1315
238,0.0107,0.06416,0.2631,0.0377,0,0,13.21,0.02458,3.3497,0.9684,0.4168,0,0.122
239,0.01196,0.06106,0.0422,0.0377,0,0,9.33,0.02534,3.2792,1.0089,0.4983,0,0.1209
240,0.01028,0.06249,0.1843,0.1843,1,0,13.21,0.02549,3.3735,1.1195,0.4607,0,0.1257
241,0.0045,0.06622,0.2981,0.1843,0,0,12.86,0.02648,3.7184,1.5417,0.3627,0,0.1433
242,0.00793,0.0641,0.0297,0.1843,0,0,18.75,0.02729,3.5105,1.2946,0.4185,0,0.1328
243,0.01139,0.06086,0.24,0.1843,0,0,20.26,0.02764,3.3106,1.0852,0.5036,1,0.1233
244,0.00793,0.06702,-0.0628,0.1843,0,0,17.15,0.02713,3.5105,1.0566,0.3416,0,0.128
