step,cube_z,lowest_corner,tilt_deg,finger_sum,gap
96,0.05154,0.02153,72.7,0.04535,0.01019
97,0.05154,0.02153,72.7,0.04535,0.0102
98,0.05154,0.02153,72.7,0.04535,0.0102
99,0.05154,0.02153,72.7,0.04535,0.0102
100,0.05154,0.02153,72.7,0.04535,0.0102
101,0.05154,0.02153,72.7,0.04535,0.01019
102,0.05154,0.02153,72.7,0.04535,0.0102
103,0.05154,0.02154,72.7,0.04535,0.0102
104,0.05154,0.02153,72.7,0.04535,0.01019
105,0.05154,0.02153,72.7,0.04535,0.0102
106,0.05154,0.02153,72.7,0.04535,0.0102
107,0.05154,0.02153,72.7,0.04535,0.0102
108,0.05154,0.02153,72.7,0.04535,0.0102
109,0.05154,0.02153,72.7,0.04535,0.0102
110,0.05153,0.02153,72.7,0.04535,0.0102
111,0.05154,0.02153,72.7,0.04535,0.01019
112,0.05154,0.02153,72.7,0.04535,0.0102
113,0.05154,0.02154,72.7,0.04535,0.0102
114,0.05154,0.02153,72.7,0.04535,0.01019
115,0.05154,0.02153,72.7,0.04535,0.0102
116,0.05154,0.02153,72.7,0.04535,0.0102
117,0.05154,0.02153,72.7,0.04535,0.01019
118,0.05154,0.02153,72.7,0.04535,0.0102
119,0.05154,0.02153,72.7,0.04535,0.0102
120,0.05154,0.02153,72.7,0.04535,0.0102
121,0.05154,0.02153,72.7,0.04535,0.0102
122,0.05154,0.02153,72.7,0.04535,0.01019
123,0.05154,0.02153,72.7,0.04535,0.0102
124,0.05154,0.02153,72.7,0.04535,0.01019
125,0.05153,0.02152,72.7,0.04535,0.0102
126,0.05154,0.02153,72.7,0.04535,0.0102
127,0.05154,0.02153,72.7,0.04535,0.0102
128,0.05154,0.02153,72.7,0.04535,0.0102
129,0.05154,0.02153,72.7,0.04535,0.0102
130,0.05154,0.02153,72.7,0.04535,0.0102
131,0.05154,0.02153,72.7,0.04535,0.0102
132,0.05154,0.02153,72.7,0.04535,0.0102
133,0.05154,0.02153,72.7,0.04535,0.0102
134,0.05154,0.02153,72.7,0.04535,0.0102
135,0.05154,0.02153,72.7,0.04535,0.0102
136,0.05154,0.02153,72.7,0.04535,0.0102
137,0.05154,0.02153,72.7,0.04535,0.0102
138,0.05154,0.02153,72.7,0.04535,0.0102
139,0.05154,0.02154,72.7,0.04535,0.0102
140,0.05153,0.02152,72.7,0.04535,0.01019
141,0.05154,0.02154,72.7,0.04535,0.0102
142,0.05154,0.02153,72.7,0.04535,0.0102
143,0.05154,0.02153,72.7,0.04535,0.0102
144,0.05154,0.02153,72.7,0.04535,0.0102
145,0.05154,0.02153,72.7,0.04535,0.01022
146,0.05154,0.02153,72.7,0.04535,0.01022
147,0.05154,0.02153,72.7,0.04535,0.01022
148,0.05154,0.02153,72.7,0.04535,0.01022
149,0.05154,0.02153,72.7,0.04535,0.01022
150,0.05154,0.02153,72.7,0.04535,0.01022
151,0.05154,0.02153,72.7,0.04535,0.01022
152,0.05154,0.02153,72.7,0.04535,0.01022
153,0.05154,0.02153,72.7,0.04535,0.01022
154,0.05154,0.02153,72.7,0.04535,0.01022
155,0.05154,0.02153,72.7,0.04535,0.01022
156,0.05154,0.02153,72.7,0.04535,0.01022
157,0.05154,0.02153,72.7,0.04535,0.01022
158,0.05154,0.02153,72.7,0.04535,0.01022
159,0.05154,0.02153,72.7,0.04535,0.01022
160,0.05154,0.02153,72.7,0.04535,0.01022
161,0.05154,0.02153,72.7,0.04535,0.01022
162,0.05154,0.02153,72.7,0.04535,0.01022
163,0.05154,0.02153,72.7,0.04535,0.01022
164,0.05154,0.02153,72.7,0.04535,0.01022
165,0.05154,0.02153,72.7,0.04535,0.01021
166,0.05154,0.02153,72.7,0.04535,0.01022
167,0.05154,0.02153,72.7,0.04535,0.01021
168,0.05154,0.02153,72.7,0.04535,0.01022
169,0.05154,0.02153,72.7,0.04535,0.01022
170,0.05154,0.02153,72.7,0.04535,0.01023
171,0.05154,0.02153,72.7,0.04535,0.01023
172,0.05154,0.02153,72.7,0.04535,0.01023
173,0.05154,0.02153,72.7,0.04535,0.01024
174,0.05154,0.02153,72.7,0.04535,0.01023
175,0.05154,0.02153,72.7,0.04535,0.01023
176,0.05154,0.02153,72.7,0.04535,0.01023
177,0.05154,0.02153,72.7,0.04535,0.01024
178,0.05154,0.02153,72.7,0.04535,0.01023
179,0.05154,0.02153,72.7,0.04535,0.01024
180,0.05154,0.02153,72.7,0.04535,0.01025
181,0.05156,0.02155,72.7,0.04535,0.0102
182,0.05156,0.02155,72.7,0.04535,0.0102
183,0.05156,0.02155,72.7,0.04535,0.0102
184,0.05156,0.02155,72.7,0.04535,0.0102
185,0.05156,0.02155,72.7,0.04535,0.0102
186,0.05156,0.02155,72.7,0.04535,0.0102
187,0.05156,0.02155,72.7,0.04535,0.0102
188,0.05156,0.02155,72.7,0.04535,0.0102
189,0.05156,0.02155,72.7,0.04535,0.0102
190,0.05156,0.02155,72.7,0.04535,0.0102
191,0.05156,0.02155,72.7,0.04535,0.0102
192,0.05156,0.02155,72.7,0.04535,0.0102
193,0.05156,0.02155,72.7,0.04535,0.0102
194,0.05156,0.02155,72.7,0.04535,0.0102
195,0.05156,0.02155,72.7,0.04535,0.0102
196,0.05156,0.02155,72.7,0.04535,0.0102
197,0.05156,0.02155,72.7,0.04535,0.0102
198,0.05156,0.02155,72.7,0.04535,0.0102
199,0.05156,0.02155,72.7,0.04535,0.0102
200,0.05156,0.02155,72.7,0.04535,0.0102
201,0.05156,0.02155,72.7,0.04535,0.0102
202,0.05156,0.02155,72.7,0.04535,0.0102
203,0.05156,0.02155,72.7,0.04535,0.0102
204,0.05156,0.02155,72.7,0.04535,0.0102
205,0.05156,0.02155,72.7,0.04535,0.0102
206,0.05156,0.02155,72.7,0.04535,0.0102
207,0.05156,0.02155,72.7,0.04535,0.0102
208,0.05156,0.02155,72.7,0.04535,0.01022
209,0.05156,0.02155,72.7,0.04535,0.01021
210,0.05156,0.02155,72.7,0.04535,0.01021
211,0.05156,0.02155,72.7,0.04535,0.01021
212,0.05156,0.02155,72.7,0.04535,0.01021
213,0.05156,0.02155,72.7,0.04535,0.01021
214,0.05156,0.02155,72.7,0.04535,0.01022
215,0.05156,0.02155,72.7,0.04535,0.01022
216,0.05156,0.02155,72.7,0.04535,0.01021
217,0.05156,0.02155,72.7,0.04535,0.01021
218,0.05156,0.02155,72.7,0.04535,0.01022
219,0.05156,0.02155,72.7,0.04535,0.01022
220,0.05156,0.02155,72.7,0.04535,0.01022
221,0.05156,0.02155,72.7,0.04535,0.01022
222,0.05156,0.02155,72.7,0.04535,0.01022
223,0.05156,0.02155,72.7,0.04535,0.01021
224,0.05156,0.02155,72.7,0.04535,0.01022
225,0.05156,0.02155,72.7,0.04535,0.01022
226,0.05156,0.02155,72.7,0.04535,0.01022
227,0.05156,0.02155,72.7,0.04535,0.01022
228,0.05156,0.02155,72.7,0.04535,0.01022
229,0.05156,0.02155,72.7,0.04535,0.01021
230,0.05156,0.02155,72.7,0.04535,0.01021
231,0.05156,0.02155,72.7,0.04535,0.01022
232,0.05156,0.02155,72.7,0.04535,0.01022
233,0.05156,0.02155,72.7,0.04535,0.01021
234,0.05156,0.02155,72.7,0.04535,0.01021
235,0.05156,0.02155,72.7,0.04535,0.01021
236,0.05156,0.02155,72.7,0.04535,0.01022
237,0.05156,0.02155,72.7,0.04535,0.01022
238,0.05156,0.02155,72.7,0.04535,0.01022
239,0.05156,0.02155,72.7,0.04535,0.01021
240,0.05156,0.02155,72.7,0.04535,0.01022
241,0.05156,0.02155,72.7,0.04535,0.01021
242,0.05156,0.02155,72.7,0.04535,0.01022
243,0.05156,0.02155,72.7,0.04535,0.01021
244,0.05156,0.02155,72.7,0.04535,0.01021
245,0.05156,0.02155,72.7,0.04535,0.01022
246,0.05156,0.02155,72.7,0.04535,0.01021
247,0.05156,0.02155,72.7,0.04535,0.01021
248,0.05156,0.02155,72.7,0.04535,0.01022
