step,cube_z,lowest_corner,tilt_deg,finger_sum,gap
135,0.04683,0.01451,33.4,0.04563,0.01604
136,0.04997,0.0173,35.6,0.04561,0.01609
137,0.04972,0.01726,35.4,0.0456,0.01612
138,0.04694,0.01492,33.5,0.0457,0.01604
139,0.05013,0.01766,35.9,0.0456,0.01611
140,0.05101,0.0186,36.3,0.04562,0.01615
141,0.04851,0.01634,34.8,0.04561,0.01609
142,0.04949,0.01731,35.6,0.04559,0.01611
143,0.05237,0.02007,37.6,0.04565,0.01609
144,0.04866,0.01654,34.8,0.04565,0.01609
145,0.04731,0.01529,34.1,0.0456,0.01612
146,0.05293,0.02041,36.8,0.04563,0.01603
147,0.04849,0.01613,34.5,0.04564,0.01611
148,0.04495,0.01286,32.2,0.04561,0.0161
149,0.04796,0.01548,34.1,0.0456,0.01612
150,0.05047,0.01794,35.8,0.0456,0.01608
151,0.04949,0.01714,35.3,0.04563,0.01603
152,0.05088,0.01844,36.3,0.04563,0.01606
153,0.05438,0.02167,38.6,0.04563,0.01617
154,0.05082,0.01804,35.7,0.04562,0.01617
155,0.04827,0.01557,34.1,0.04561,0.01612
156,0.05071,0.01773,35.9,0.0456,0.01623
157,0.05332,0.02031,37.5,0.04564,0.01605
158,0.0502,0.01763,35.3,0.0457,0.01592
159,0.05037,0.01775,35.7,0.04557,0.01608
160,0.05522,0.02222,38.1,0.04561,0.0161
161,0.04933,0.01663,34.7,0.04552,0.01648
162,0.04537,0.01266,32.5,0.04545,0.0165
163,0.04631,0.01347,33.1,0.04541,0.01658
164,0.04939,0.01628,35.0,0.04552,0.01656
165,0.0439,0.01114,31.5,0.04545,0.01665
166,0.04144,0.00896,30.0,0.04545,0.01643
167,0.04409,0.01127,31.6,0.04545,0.01654
168,0.04678,0.01366,33.3,0.04551,0.01652
169,0.0432,0.01053,31.1,0.04551,0.01646
170,0.0403,0.00795,29.3,0.04545,0.01647
171,0.04217,0.00964,30.4,0.04547,0.01653
172,0.04492,0.01206,32.1,0.0455,0.01654
173,0.04013,0.00795,28.9,0.04553,0.01639
174,0.03707,0.0052,27.3,0.04545,0.01653
175,0.03841,0.00638,28.1,0.04542,0.01655
176,0.04153,0.00907,29.9,0.04551,0.01657
177,0.0365,0.00477,26.7,0.04548,0.01656
178,0.03417,0.00273,25.5,0.04546,0.01653
179,0.03618,0.00447,26.6,0.04545,0.01648
180,0.03925,0.00704,28.6,0.04549,0.01655
181,0.03513,0.00356,26.0,0.04551,0.01636
182,0.03425,0.00284,25.4,0.04443,0.01656
183,0.03984,0.00756,28.4,0.04545,0.0165
184,0.03733,0.00523,27.4,0.04543,0.01651
185,0.03343,0.00193,25.1,0.04546,0.01645
186,0.03498,0.00317,26.1,0.04547,0.01653
187,0.0402,0.00768,28.6,0.04544,0.01654
188,0.03709,0.0049,27.3,0.04547,0.01658
189,0.03293,0.00154,24.4,0.04549,0.01654
190,0.03434,0.00239,26.2,0.04541,0.01663
191,0.03969,0.00718,28.2,0.04545,0.0166
192,0.03329,0.00154,25.6,0.0455,0.01671
193,0.03189,0.00166,21.0,0.04483,0.01697
194,0.03621,0.00503,23.8,0.04572,0.01687
195,0.0396,0.00777,25.8,0.04571,0.01685
196,0.0356,0.00459,23.3,0.04556,0.01712
197,0.03181,0.00137,21.6,0.04537,0.01709
198,0.0351,0.00395,23.7,0.04533,0.01711
199,0.03752,0.00594,25.0,0.04536,0.0171
200,0.0341,0.00305,23.4,0.04541,0.01717
201,0.03437,0.0032,23.7,0.04536,0.01709
202,0.03873,0.00671,26.5,0.04539,0.01709
203,0.03721,0.0055,25.5,0.04543,0.01708
204,0.03224,0.00137,23.6,0.04552,0.01729
205,0.03239,0.00143,24.0,0.04622,0.0174
206,0.04018,0.00823,27.1,0.04556,0.01734
207,0.03631,0.00497,25.2,0.04572,0.01782
208,0.03524,0.00394,25.9,0.04588,0.01766
209,0.04092,0.00859,29.3,0.04589,0.01772
210,0.04536,0.01225,32.0,0.04588,0.0177
211,0.04181,0.00922,31.4,0.0459,0.01766
212,0.04244,0.00978,32.8,0.04588,0.0177
213,0.05179,0.01806,37.8,0.04594,0.01776
214,0.04844,0.01487,37.9,0.04587,0.01772
215,0.05208,0.01807,41.8,0.0458,0.01795
216,0.06609,0.03154,47.3,0.04589,0.01799
217,0.06514,0.03071,42.6,0.04606,0.01852
218,0.0682,0.03311,45.0,0.04601,0.01858
219,0.08137,0.0458,50.2,0.04594,0.0187
220,0.09071,0.05483,53.2,0.04589,0.01864
221,0.09126,0.05526,53.3,0.0459,0.01852
222,0.08695,0.05084,52.8,0.0459,0.01856
223,0.09465,0.0585,55.5,0.04591,0.01855
224,0.09924,0.06314,57.0,0.04594,0.01857
225,0.10014,0.06403,58.9,0.04592,0.01853
226,0.11634,0.08063,63.6,0.04605,0.0186
227,0.1244,0.08894,63.5,0.04612,0.01863
228,0.12026,0.0847,64.6,0.04543,0.01906
229,0.13074,0.09553,67.2,0.04549,0.01907
230,0.14364,0.10897,69.2,0.04548,0.01904
231,0.14345,0.10883,68.6,0.04558,0.01917
232,0.14916,0.1149,71.1,0.04531,0.01917
233,0.16427,0.13087,76.0,0.04533,0.01919
234,0.16717,0.13396,75.9,0.04537,0.01922
235,0.16152,0.12828,77.2,0.04535,0.01911
236,0.16323,0.13029,78.7,0.04535,0.01921
237,0.16796,0.13521,79.1,0.04532,0.01909
238,0.1615,0.12842,78.0,0.04529,0.02085
239,0.15311,0.11957,76.8,0.04518,0.02102
240,0.15425,0.12105,78.7,0.0452,0.02101
241,0.16114,0.12798,78.8,0.04515,0.02106
242,0.16009,0.12675,77.9,0.0451,0.02092
243,0.15306,0.11913,74.7,0.04513,0.02101
244,0.15594,0.12234,76.6,0.04518,0.02112
245,0.16186,0.1282,75.8,0.04518,0.02105
246,0.1577,0.124,75.8,0.04511,0.02157
247,0.15669,0.12316,77.1,0.04514,0.02143
248,0.16415,0.13116,79.2,0.04509,0.02151
