step,gap,finger_sum,raw_grip_action,sent_grip_action,refresh,commands_close,yaw_to_cube_deg,cube_z,r_approach,r_fingers_on_cube,bump,held,reward_total
84,0.01252,0.04559,-2.8483,-2.6132,0,1,5.42,0.03546,3.2485,1.7228,0.9055,1,0.538
85,0.01274,0.0459,-2.2366,-2.2366,1,1,5.37,0.03383,3.2363,1.6649,0.8974,1,0.1329
86,0.0125,0.04555,-2.5817,-2.2366,0,1,6.37,0.03562,3.2493,1.7279,0.9067,1,0.5382
87,0.01249,0.04564,-2.7993,-2.2366,0,1,7.08,0.03697,3.25,1.7254,0.9042,1,0.5378
88,0.01257,0.04414,-1.9521,-2.2366,0,1,5.17,0.03309,3.2458,1.7855,0.9438,1,0.1356
89,0.0128,0.04549,-2.4259,-2.2366,0,1,6.94,0.03484,3.2333,1.6746,0.9082,1,0.133
90,0.01251,0.0456,-2.9765,-2.9765,1,1,7.57,0.03831,3.2488,1.723,0.9051,1,0.539
91,0.01246,0.04559,-2.9024,-2.9765,0,1,5.57,0.03488,3.2517,1.7341,0.9055,1,0.1347
92,0.01282,0.04534,-2.2787,-2.9765,0,1,5.4,0.03455,3.2323,1.6781,0.9121,1,0.133
93,0.0125,0.04557,-2.7787,-2.9765,0,1,6.49,0.03769,3.2492,1.7262,0.906,1,0.5388
94,0.01247,0.04557,-2.7833,-2.9765,0,1,5.27,0.03556,3.2511,1.7331,0.9061,1,0.5378
95,0.01268,0.04529,-2.2275,-2.2275,1,1,5.21,0.03397,3.2398,1.7069,0.9134,1,0.1338
96,0.01243,0.0456,-2.6473,-2.2275,0,1,6.42,0.03646,3.2533,1.7392,0.9052,1,0.5386
97,0.01244,0.04558,-2.755,-2.2275,0,1,5.58,0.03518,3.2528,1.7386,0.9057,1,0.5376
98,0.01319,0.04412,-2.111,-2.2275,0,1,4.71,0.03365,3.2119,1.6643,0.9442,1,0.1322
99,0.01298,0.04551,-2.4013,-2.2275,0,1,6.35,0.03568,3.2232,1.6384,0.9076,1,0.5348
100,0.01274,0.04565,-2.8549,-2.8549,1,1,6.78,0.03724,3.2364,1.677,0.9038,1,0.5363
101,0.01263,0.04503,-2.1669,-2.8549,0,1,4.45,0.03236,3.2422,1.7279,0.9202,1,0.1343
102,0.01277,0.04499,-2.1046,-2.8549,0,1,5.12,0.03309,3.235,1.7048,0.9214,1,0.1336
103,0.01258,0.04555,-2.5848,-2.8549,0,1,6.3,0.03652,3.2454,1.714,0.9067,1,0.5365
104,0.01293,0.04415,-2.6528,-2.8549,0,1,3.75,0.03328,3.2262,1.7136,0.9433,1,0.1336
105,0.01305,0.04483,-2.2973,-2.2973,1,1,3.59,0.03238,3.2197,1.6586,0.9255,1,0.1323
106,0.0129,0.04559,-2.766,-2.2973,0,1,5.09,0.03544,3.228,1.6511,0.9056,1,0.5344
107,0.01294,0.04476,-2.8061,-2.2973,0,1,4.2,0.03384,3.2258,1.683,0.9273,1,0.133
108,0.01328,0.04458,-2.1688,-2.2973,0,1,3.82,0.03226,3.2074,1.6275,0.9321,1,0.1314
109,0.01311,0.04581,-2.7353,-2.2973,0,1,5.26,0.03456,3.2163,1.601,0.8999,1,0.1311
110,0.01297,0.04567,-2.9071,-2.9071,1,1,5.64,0.0355,3.2238,1.6327,0.9034,1,0.5321
111,0.01402,0.04218,-2.1446,-2.9071,0,1,3.94,0.0329,3.1679,1.5958,0.9953,1,0.1296
112,0.01432,0.04526,-2.4854,-2.9071,0,1,5.55,0.03384,3.1519,1.415,0.9141,1,0.1256
113,0.01315,0.04559,-2.8007,-2.9071,0,1,6.75,0.0365,3.2143,1.6042,0.9054,1,0.5326
114,0.01324,0.04428,-2.7744,-2.9071,0,1,3.7,0.03248,3.2092,1.6477,0.94,1,0.1318
115,0.01356,0.04539,-2.1472,-2.1472,1,1,5.37,0.03225,3.192,1.5388,0.9107,1,0.1291
116,0.01305,0.04555,-2.7057,-2.1472,0,1,7.18,0.03632,3.2197,1.6247,0.9066,1,0.5329
117,0.01341,0.04381,-2.7405,-2.1472,0,1,4.29,0.03294,3.2004,1.6383,0.9525,1,0.1314
118,0.0138,0.04467,-2.3002,-2.1472,0,1,4.77,0.03246,3.1793,1.5284,0.9297,1,0.1286
119,0.01359,0.04565,-2.6352,-2.1472,0,1,6.39,0.03591,3.1905,1.5223,0.9039,1,0.53
120,0.0135,0.04567,-2.8301,-2.8301,1,1,6.05,0.03573,3.1956,1.5382,0.9034,1,0.5296
121,0.01445,0.04291,-2.144,-2.8301,0,1,4.49,0.03275,3.1455,1.4894,0.976,1,0.1269
122,0.01429,0.04547,-2.3481,-2.8301,0,1,6.24,0.03403,3.1539,1.4131,0.9088,1,0.1256
123,0.01343,0.04552,-2.7262,-2.8301,0,1,7.25,0.03654,3.1991,1.5562,0.9073,1,0.5306
124,0.01377,0.04413,-2.6635,-2.8301,0,1,3.76,0.03237,3.181,1.5574,0.944,1,0.1292
125,0.01442,0.04528,-2.1584,-2.1584,1,1,4.0,0.03172,3.147,1.3989,0.9136,1,0.1251
126,0.0135,0.0457,-2.6503,-2.1584,0,1,5.79,0.03434,3.1957,1.5372,0.9026,1,0.1292
127,0.01565,0.0418,-2.6565,-2.1584,0,1,3.46,0.03235,3.0834,1.3172,0.9947,1,0.1217
128,0.01628,0.04397,-2.2122,-2.1584,0,1,3.79,0.03148,3.0517,1.1647,0.9481,1,0.1178
129,0.01573,0.04549,-2.8637,-2.1584,0,1,5.15,0.03359,3.0797,1.1922,0.908,1,0.1192
130,0.01453,0.04506,-2.9872,-2.9872,1,1,5.53,0.03376,3.1412,1.3898,0.9195,1,0.1248
131,0.01481,0.04599,-2.1078,-2.9872,0,1,5.1,0.03091,3.1266,1.3091,0.8949,1,0.1228
132,0.014,0.04581,-2.4756,-2.9872,0,1,8.17,0.03314,3.1691,1.4466,0.8997,1,0.1267
133,0.01361,0.04585,-2.8554,-2.9872,0,1,8.73,0.03736,3.1894,1.5097,0.8986,1,0.5267
134,0.01357,0.04557,-2.975,-2.9872,0,1,6.68,0.03439,3.1916,1.5295,0.906,1,0.129
135,0.01406,0.04485,-2.33,-2.33,1,1,6.24,0.03394,3.1658,1.4764,0.9249,1,0.1272
136,0.0135,0.04569,-2.6707,-2.33,0,1,8.87,0.03602,3.1953,1.5366,0.903,1,0.5265
137,0.01336,0.04573,-2.9372,-2.33,0,1,8.79,0.03573,3.2031,1.5603,0.9019,1,0.526
138,0.01373,0.04435,-2.0843,-2.33,0,1,6.2,0.03246,3.183,1.5548,0.9382,1,0.1292
139,0.01385,0.04525,-2.2935,-2.33,0,1,7.88,0.03396,3.1767,1.4949,0.9145,1,0.1279
140,0.01344,0.04571,-2.6074,-2.6074,1,1,8.48,0.03826,3.1989,1.5473,0.9025,1,0.5264
141,0.01343,0.04454,-2.6058,-2.6074,0,1,5.27,0.03346,3.199,1.6002,0.9331,1,0.1305
142,0.01376,0.0446,-2.2457,-2.6074,0,1,5.25,0.03325,3.1819,1.54,0.9316,1,0.1289
143,0.01341,0.04568,-2.6613,-2.6074,0,1,7.19,0.03549,3.2001,1.5526,0.9033,1,0.5244
144,0.015,0.04135,-2.7106,-2.6074,0,1,3.33,0.03225,3.1169,1.4063,0.9829,1,0.1244
145,0.01599,0.0434,-2.3887,-2.3887,1,1,3.33,0.03129,3.0663,1.2251,0.9632,1,0.1194
146,0.01588,0.04442,-2.6229,-2.3887,0,1,5.38,0.03365,3.072,1.2071,0.9364,1,0.1193
147,0.01475,0.04565,-2.7861,-2.3887,0,1,5.96,0.03441,3.1297,1.3315,0.904,1,0.1233
148,0.01496,0.04452,-2.2274,-2.3887,0,1,4.34,0.03109,3.1189,1.342,0.9337,1,0.1232
149,0.01508,0.04469,-2.2156,-2.3887,0,1,6.04,0.03245,3.1126,1.3167,0.9293,1,0.1226
150,0.01435,0.04557,-2.4993,-2.4993,1,1,6.73,0.0359,3.1503,1.3976,0.9061,1,0.5185
151,0.01624,0.04106,-2.3961,-2.4993,0,1,2.98,0.03179,3.054,1.2047,0.9754,1,0.1187
152,0.01739,0.0427,-2.3093,-2.4993,0,1,5.38,0.0316,2.9977,1.0558,0.9815,1,0.1141
153,0.01674,0.04541,-2.5573,-2.4993,0,1,7.92,0.03388,3.029,1.058,0.9101,1,0.1151
154,0.01523,0.04571,-2.9346,-2.4993,0,1,8.56,0.03477,3.1052,1.2571,0.9025,1,0.1211
155,0.01499,0.04536,-2.0087,-2.0087,1,1,3.71,0.03125,3.1175,1.306,0.9116,1,0.1225
156,0.01499,0.04439,-2.4273,-2.0087,0,1,6.07,0.0324,3.1174,1.3424,0.9372,1,0.1232
157,0.01432,0.04564,-2.4015,-2.0087,0,1,9.04,0.0358,3.152,1.4001,0.9042,1,0.5174
158,0.01486,0.04269,-2.6097,-2.0087,0,1,6.02,0.03228,3.1238,1.4273,0.982,1,0.1251
159,0.01578,0.04362,-2.3291,-2.0087,0,1,4.59,0.03128,3.077,1.249,0.9574,1,0.1202
160,0.01522,0.04472,-2.5384,-2.5384,1,1,7.41,0.0335,3.1056,1.2943,0.9284,1,0.1219
161,0.01423,0.04552,-2.8332,-2.5384,0,1,8.46,0.03486,3.1566,1.4192,0.9073,1,0.1258
162,0.01574,0.04187,-2.4588,-2.5384,0,1,5.99,0.03283,3.0788,1.3056,0.9966,1,0.1214
163,0.01636,0.04368,-2.5453,-2.5384,0,1,7.43,0.03277,3.0479,1.1633,0.9559,1,0.1177
164,0.01466,0.04554,-2.9236,-2.5384,0,1,9.06,0.03437,3.1343,1.3496,0.9069,1,0.1238
165,0.01746,0.04019,-2.6837,-2.6837,1,1,5.17,0.0309,2.994,1.0152,0.9524,1,0.1132
166,0.01854,0.04319,-2.2274,-2.6837,0,1,5.45,0.03214,2.9429,0.9053,0.9687,1,0.1096
167,0.01687,0.04514,-2.6821,-2.6837,0,1,7.56,0.03326,3.023,1.0507,0.9173,1,0.1148
168,0.01535,0.04503,-2.8938,-2.6837,0,1,8.02,0.03356,3.099,1.2638,0.9203,1,0.1211
169,0.01546,0.04452,-2.1603,-2.6837,0,1,8.15,0.0303,3.0932,1.265,0.9336,1,0.121
170,0.01501,0.04524,-2.157,-2.157,1,1,10.6,0.03299,3.1163,1.3069,0.9147,1,0.1224
171,0.01411,0.04562,-2.4937,-2.157,0,1,11.37,0.03686,3.1634,1.4367,0.9049,1,0.5159
172,0.01469,0.0434,-2.5636,-2.157,0,1,7.76,0.03136,3.1329,1.429,0.9631,1,0.1253
173,0.01506,0.04371,-2.0207,-2.157,0,1,7.33,0.03147,3.1138,1.3567,0.9549,1,0.1233
174,0.01441,0.04557,-2.4008,-2.157,0,1,10.06,0.03415,3.1474,1.3887,0.9062,1,0.1249
175,0.01397,0.04512,-2.7662,-2.7662,1,1,9.2,0.03353,3.1703,1.4798,0.918,1,0.1274
176,0.01465,0.04514,-2.1276,-2.7662,0,1,3.65,0.03087,3.1348,1.3666,0.9173,1,0.1242
177,0.0149,0.04434,-2.3331,-2.7662,0,1,4.81,0.03178,3.1218,1.3577,0.9384,1,0.1236
178,0.0142,0.04577,-2.3995,-2.7662,0,1,7.64,0.03484,3.1583,1.4143,0.9008,1,0.1258
179,0.01434,0.04421,-2.8052,-2.7662,0,1,6.54,0.03346,3.151,1.4548,0.9418,1,0.1264
180,0.01494,0.04593,-2.2594,-2.2594,1,1,5.41,0.03058,3.1201,1.2923,0.8966,1,0.1223
181,0.01452,0.04564,-2.1632,-2.2594,0,1,7.78,0.03287,3.1415,1.3675,0.9042,1,0.1244
182,0.01409,0.04596,-2.5638,-2.2594,0,1,9.01,0.03974,3.164,1.4241,0.8958,1,0.5108
183,0.0144,0.04345,-2.8339,-2.2594,0,1,3.52,0.03278,3.1481,1.4762,0.9618,1,0.1267
184,0.01491,0.04493,-2.5163,-2.2594,0,1,3.41,0.03275,3.1216,1.3348,0.9229,1,0.1231
185,0.01466,0.04584,-2.3353,-2.3353,1,1,6.17,0.03476,3.1344,1.3381,0.8989,1,0.1236
186,0.01448,0.04595,-2.7947,-2.3353,0,1,7.36,0.0365,3.1435,1.3613,0.896,1,0.5036
187,0.01438,0.04562,-2.0234,-2.3353,0,1,3.86,0.03157,3.1491,1.3916,0.9046,1,0.125
188,0.01456,0.04518,-2.0955,-2.3353,0,1,5.2,0.0329,3.1396,1.38,0.9164,1,0.1246
189,0.01423,0.04584,-2.3868,-2.3353,0,1,6.92,0.03709,3.1571,1.4075,0.899,1,0.5045
190,0.01537,0.04217,-2.2441,-2.2441,1,1,2.26,0.03249,3.0978,1.3634,0.9956,1,0.1231
191,0.01596,0.04477,-2.3062,-2.2441,0,1,0.38,0.03099,3.0681,1.1844,0.9272,1,0.1186
192,0.01566,0.04545,-2.2465,-2.2441,0,1,2.99,0.03396,3.083,1.2029,0.9093,1,0.1195
193,0.01476,0.04588,-2.6389,-2.2441,0,1,5.02,0.03501,3.1293,1.3213,0.8978,1,0.5002
194,0.01563,0.04399,-2.4729,-2.2441,0,1,2.67,0.03301,3.0847,1.2588,0.9476,1,0.1206
195,0.01574,0.04448,-2.298,-2.298,1,1,2.68,0.03314,3.0791,1.2256,0.9348,1,0.1198
196,0.01471,0.04591,-2.3293,-2.298,0,1,4.73,0.03651,3.1316,1.3273,0.8972,1,0.5006
197,0.01642,0.04177,-2.2721,-2.298,0,1,0.32,0.03168,3.0451,1.2017,0.9939,1,0.1184
198,0.01706,0.04438,-2.3772,-2.298,0,1,1.3,0.03096,3.0132,1.0484,0.9375,1,0.1144
199,0.01658,0.04501,-2.2764,-2.298,0,1,4.66,0.03328,3.0373,1.0922,0.9208,1,0.116
200,0.0153,0.04591,-2.769,-2.769,1,1,6.25,0.03395,3.1015,1.2389,0.897,1,0.1207
201,0.0153,0.04455,-2.598,-2.769,0,1,5.01,0.03246,3.1012,1.2876,0.9328,1,0.1217
202,0.01577,0.0446,-2.0959,-2.769,0,1,4.89,0.03305,3.0777,1.2173,0.9316,1,0.1196
203,0.01471,0.04593,-2.4571,-2.769,0,1,6.44,0.03683,3.1316,1.3266,0.8967,1,0.4978
204,0.01571,0.04214,-2.4101,-2.769,0,1,1.04,0.03168,3.0803,1.3099,0.9963,1,0.1215
205,0.01672,0.04399,-2.4538,-2.4538,1,1,2.63,0.03007,3.0303,1.1051,0.9476,1,0.116
206,0.01617,0.04514,-2.3239,-2.4538,0,1,5.47,0.03293,3.0576,1.1427,0.9173,1,0.1176
207,0.01502,0.046,-2.604,-2.4538,0,1,6.6,0.03727,3.1158,1.2771,0.8948,1,0.4931
208,0.01539,0.0442,-2.5986,-2.4538,0,1,0.48,0.0323,3.0967,1.2867,0.942,1,0.1215
209,0.01572,0.04496,-2.1838,-2.4538,0,1,0.11,0.03205,3.0803,1.2123,0.9222,1,0.1195
210,0.01557,0.04619,-2.1479,-2.1479,1,1,2.54,0.03351,3.0875,1.1894,0.8897,1,0.1193
211,0.01458,0.04599,-3.0013,-2.1479,0,1,3.91,0.03467,3.1384,1.3442,0.895,1,0.1238
212,0.01566,0.04449,-2.2624,-2.1479,0,1,3.36,0.03034,3.0829,1.2362,0.9345,1,0.1201
213,0.01579,0.04533,-2.2322,-2.1479,0,1,5.3,0.0312,3.0765,1.189,0.9124,1,0.119
214,0.01501,0.04613,-2.212,-2.1479,0,1,1.24,0.03426,3.1162,1.273,0.8912,1,0.1218
215,0.01479,0.04623,-2.7913,-2.7913,1,1,0.81,0.03801,3.1277,1.3032,0.8888,1,0.4898
216,0.01594,0.04215,-2.5717,-2.7913,0,1,4.09,0.03014,3.069,1.275,0.9961,1,0.1205
217,0.01489,0.04677,-2.2142,-2.7913,0,1,5.39,0.03248,3.1227,1.2678,0.8744,1,0.1218
218,0.01442,0.04715,-2.3196,-2.7913,0,1,0.52,0.03393,3.147,1.3235,0.8644,1,0.1236
219,0.01447,0.04626,-2.6481,-2.7913,0,1,0.9,0.03453,3.1441,1.3507,0.8879,1,0.1241
220,0.01469,0.04547,-2.2114,-2.2114,1,1,1.9,0.03254,3.1328,1.348,0.9088,1,0.1237
221,0.01471,0.04571,-2.0287,-2.2114,0,1,0.35,0.03421,3.1318,1.3355,0.9025,1,0.1235
222,0.01445,0.04621,-2.4401,-2.2114,0,1,3.01,0.04055,3.1451,1.3557,0.8892,1,0.486
223,0.01467,0.04479,-2.7751,-2.2114,0,1,3.76,0.03296,3.1339,1.378,0.9266,1,0.1244
224,0.01483,0.04582,-1.9103,-2.2114,0,1,5.15,0.03061,3.1256,1.3128,0.8995,1,0.1228
225,0.01468,0.04615,-1.5783,-1.5783,1,1,0.0,0.03457,3.1335,1.3234,0.8908,1,0.1233
226,0.01443,0.04611,-2.2734,-1.5783,0,1,2.55,0.04113,3.1464,1.364,0.8919,1,0.4825
227,0.01456,0.04569,-2.6351,-1.5783,0,1,5.41,0.03294,3.1396,1.3598,0.9029,1,0.1242
228,0.01464,0.04587,-1.9651,-1.5783,0,1,10.74,0.03125,3.1353,1.3397,0.8982,1,0.1236
229,0.01443,0.04637,-1.6477,-1.5783,0,1,6.49,0.03336,3.1462,1.3528,0.8851,1,0.1242
230,0.01442,0.04612,-2.2609,-2.2609,1,1,2.55,0.04066,3.1467,1.3644,0.8916,1,0.4781
231,0.01455,0.04615,-2.8488,-2.2609,0,1,6.93,0.03429,3.1401,1.3431,0.8907,1,0.1239
232,0.01441,0.04646,-1.9967,-2.2609,0,1,12.88,0.03158,3.1475,1.353,0.8827,1,0.1242
233,0.01445,0.04599,-1.6342,-2.2609,0,1,10.04,0.0348,3.1455,1.3659,0.8951,1,0.1244
234,0.01435,0.04609,-2.1082,-2.2609,0,1,5.81,0.04216,3.1508,1.3778,0.8923,1,0.4734
235,0.01433,0.04594,-2.7695,-2.7695,1,1,9.98,0.03674,3.1518,1.3873,0.8964,1,0.4715
236,0.01436,0.04564,-2.0985,-2.7695,0,1,17.32,0.03217,3.1501,1.3943,0.9043,1,0.1251
237,0.01436,0.04593,-1.6902,-2.7695,0,1,17.29,0.03318,3.1501,1.3824,0.8967,1,0.1249
238,0.01433,0.04599,-2.2991,-2.7695,0,1,11.74,0.04096,3.1514,1.3838,0.895,1,0.4694
