step,d_cube_median,d_ghost_median,finger_sum_median,cube_corner_median,arm_joints_pinned_median,grasping_pct
99,0.01854,0.01854,0.04516,0.13008,0.0,97.5
100,0.01854,0.01854,0.04515,0.12997,0.0,97.5
101,0.01857,0.01857,0.04516,0.12974,0.0,97.5
102,0.01853,0.01853,0.04516,0.12985,0.0,97.7
103,0.01856,0.01856,0.04516,0.12969,0.0,97.7
104,0.01856,0.01856,0.04515,0.12964,0.0,97.7
105,0.01857,0.01857,0.04515,0.12922,0.0,97.7
106,0.01855,0.01855,0.04515,0.12962,0.0,97.7
107,0.01857,0.01857,0.04516,0.12926,0.0,97.7
108,0.01857,0.01857,0.04516,0.12936,0.0,97.7
109,0.01858,0.01858,0.04516,0.12945,0.0,97.7
110,0.01855,0.01855,0.04515,0.12914,0.0,97.7
111,0.01857,0.01857,0.04515,0.12913,0.0,97.7
112,0.01855,0.01855,0.04515,0.12914,0.0,97.7
113,0.01857,0.01857,0.04516,0.12918,0.0,97.7
114,0.01855,0.01855,0.04515,0.12917,0.0,97.7
115,0.01856,0.01856,0.04516,0.1291,0.0,97.7
116,0.01853,0.01853,0.04515,0.12883,0.0,97.7
117,0.01857,0.01857,0.04515,0.12895,0.0,97.7
118,0.01855,0.01855,0.04515,0.12883,0.0,97.7
119,0.01857,0.01857,0.04516,0.12888,0.0,97.7
120,0.01857,0.01857,0.04516,0.12886,0.0,97.7
121,0.01857,0.01857,0.04516,0.12868,0.0,97.7
122,0.01856,0.01856,0.04515,0.1285,0.0,97.7
123,0.01858,0.01858,0.04516,0.12844,0.0,97.7
124,0.01856,0.01856,0.04516,0.12874,0.0,97.7
125,0.01857,0.01857,0.04516,0.12863,0.0,97.7
126,0.01856,0.01856,0.04516,0.12857,0.0,97.7
127,0.01858,0.01858,0.04516,0.12876,0.0,97.7
128,0.01855,0.01855,0.04516,0.1283,0.0,97.7
129,0.01858,0.01858,0.04516,0.12842,0.0,97.7
130,0.01856,0.01856,0.04516,0.12842,0.0,97.7
131,0.01858,0.01858,0.04516,0.12859,0.0,97.7
132,0.01855,0.01855,0.04515,0.12866,0.0,97.7
133,0.01858,0.01858,0.04516,0.12832,0.0,97.7
134,0.01858,0.01858,0.04516,0.12854,0.0,97.7
135,0.01857,0.01857,0.04516,0.12828,0.0,97.7
136,0.01855,0.01855,0.04516,0.12854,0.0,97.7
137,0.01856,0.01856,0.04515,0.1283,0.0,97.7
138,0.01856,0.01856,0.04516,0.12846,0.0,97.7
139,0.01856,0.01856,0.04516,0.12829,0.0,97.7
140,0.01855,0.01855,0.04516,0.12816,0.0,97.7
141,0.01857,0.01857,0.04516,0.12798,0.0,97.7
142,0.01856,0.01856,0.04516,0.12821,0.0,97.7
143,0.01857,0.01857,0.04515,0.12819,0.0,97.7
144,0.01856,0.01856,0.04516,0.12855,0.0,97.7
145,0.01858,0.01858,0.04515,0.12814,0.0,97.7
146,0.01856,0.01856,0.04515,0.12825,0.0,97.7
147,0.01857,0.01857,0.04515,0.12835,0.0,97.7
148,0.01855,0.01855,0.04516,0.12839,0.0,97.7
149,0.01857,0.01857,0.04516,0.12831,0.0,97.7
150,0.01855,0.01855,0.04515,0.12831,0.0,97.7
151,0.01859,0.01859,0.04515,0.12832,0.0,97.7
152,0.01857,0.01857,0.04516,0.12817,0.0,97.7
153,0.01857,0.01857,0.04516,0.12819,0.0,97.7
154,0.01856,0.01856,0.04516,0.1285,0.0,97.7
155,0.01857,0.01857,0.04516,0.12838,0.0,97.7
156,0.01856,0.01856,0.04516,0.12815,0.0,97.7
157,0.01857,0.01857,0.04516,0.12822,0.0,97.7
158,0.01857,0.01857,0.04516,0.12824,0.0,97.7
159,0.01857,0.01857,0.04516,0.12839,0.0,97.7
160,0.01856,0.01856,0.04516,0.12808,0.0,97.7
161,0.01857,0.01857,0.04516,0.12821,0.0,97.7
162,0.01856,0.01856,0.04515,0.12806,0.0,97.7
163,0.01857,0.01857,0.04516,0.12836,0.0,97.7
164,0.01856,0.01856,0.04516,0.12829,0.0,97.7
165,0.01857,0.01857,0.04516,0.12831,0.0,97.7
166,0.01855,0.01855,0.04516,0.12822,0.0,97.7
167,0.01857,0.01857,0.04516,0.12835,0.0,97.7
168,0.01856,0.01856,0.04516,0.12815,0.0,97.7
169,0.01858,0.01858,0.04516,0.12833,0.0,97.7
170,0.01856,0.01856,0.04515,0.12824,0.0,97.7
171,0.01857,0.01857,0.04516,0.12834,0.0,97.7
172,0.01856,0.01856,0.04516,0.12815,0.0,97.7
173,0.01857,0.01857,0.04515,0.12848,0.0,97.7
174,0.01856,0.01856,0.04516,0.12846,0.0,97.7
175,0.01858,0.01858,0.04516,0.1285,0.0,97.7
176,0.01856,0.01856,0.04515,0.12816,0.0,97.7
177,0.01859,0.01859,0.04516,0.12828,0.0,97.7
178,0.01858,0.01858,0.04515,0.12806,0.0,97.7
179,0.01858,0.01858,0.04516,0.12816,0.0,97.7
180,0.01857,0.01857,0.04516,0.1281,0.0,97.7
181,0.01858,0.01858,0.04516,0.12812,0.0,97.7
182,0.01856,0.01856,0.04516,0.12825,0.0,97.7
183,0.01858,0.01858,0.04516,0.12819,0.0,97.7
184,0.01857,0.01857,0.04516,0.12821,0.0,97.7
185,0.01857,0.01857,0.04516,0.12814,0.0,97.7
186,0.01856,0.01856,0.04516,0.12817,0.0,97.7
187,0.01858,0.01858,0.04516,0.12809,0.0,97.7
188,0.01856,0.01856,0.04516,0.12823,0.0,97.7
189,0.01857,0.01857,0.04516,0.12816,0.0,97.7
190,0.01856,0.01856,0.04516,0.1281,0.0,97.7
191,0.01858,0.01858,0.04516,0.12809,0.0,97.7
192,0.01856,0.01856,0.04516,0.12803,0.0,97.7
193,0.01856,0.01856,0.04516,0.12829,0.0,97.7
194,0.01856,0.01856,0.04515,0.12823,0.0,97.7
195,0.01858,0.01858,0.04516,0.128,0.0,97.7
196,0.01856,0.01856,0.04516,0.12798,0.0,97.7
197,0.01857,0.01857,0.04516,0.12818,0.0,97.7
198,0.01856,0.01856,0.04516,0.12831,0.0,97.7
199,0.01857,0.01857,0.04516,0.12815,0.0,97.7
200,0.01856,0.01856,0.04516,0.12819,0.0,97.7
201,0.01857,0.01857,0.04516,0.12802,0.0,97.7
202,0.01856,0.01856,0.04516,0.12799,0.0,97.7
203,0.01858,0.01858,0.04516,0.12817,0.0,97.7
204,0.01855,0.01855,0.04516,0.12836,0.0,97.7
205,0.01857,0.01857,0.04516,0.12827,0.0,97.7
206,0.01856,0.01856,0.04516,0.12821,0.0,97.7
207,0.01858,0.01858,0.04516,0.1283,0.0,97.7
208,0.01856,0.01856,0.04516,0.12826,0.0,97.7
209,0.01858,0.01858,0.04516,0.12867,0.0,97.7
210,0.01856,0.01856,0.04516,0.12854,0.0,97.7
211,0.01857,0.01857,0.04516,0.12842,0.0,97.7
212,0.01857,0.01857,0.04515,0.12835,0.0,97.7
213,0.01856,0.01856,0.04516,0.12831,0.0,97.7
214,0.01855,0.01855,0.04516,0.12827,0.0,97.7
215,0.01857,0.01857,0.04515,0.12829,0.0,97.7
216,0.01855,0.01855,0.04515,0.12826,0.0,97.7
217,0.01858,0.01858,0.04516,0.12809,0.0,97.7
218,0.01855,0.01855,0.04516,0.12819,0.0,97.7
219,0.01857,0.01857,0.04516,0.1282,0.0,97.7
220,0.01855,0.01855,0.04516,0.12809,0.0,97.7
221,0.01857,0.01857,0.04516,0.12788,0.0,97.7
222,0.01856,0.01856,0.04516,0.12802,0.0,97.7
223,0.01857,0.01857,0.04516,0.12824,0.0,97.7
224,0.01855,0.01855,0.04516,0.12798,0.0,97.7
225,0.01857,0.01857,0.04516,0.12795,0.0,97.7
226,0.01856,0.01856,0.04516,0.12791,0.0,97.7
227,0.01857,0.01857,0.04516,0.12824,0.0,97.7
228,0.01857,0.01857,0.04516,0.12803,0.0,97.7
229,0.01855,0.01855,0.04517,0.12823,0.0,97.7
230,0.01856,0.01856,0.04516,0.128,0.0,97.7
231,0.01857,0.01857,0.04516,0.12779,0.0,97.7
232,0.01857,0.01857,0.04516,0.12803,0.0,97.7
233,0.01858,0.01858,0.04516,0.12813,0.0,97.7
234,0.01856,0.01856,0.04516,0.12811,0.0,97.7
235,0.01857,0.01857,0.04516,0.12798,0.0,97.7
236,0.01856,0.01856,0.04516,0.12804,0.0,97.7
237,0.01855,0.01855,0.04516,0.12806,0.0,97.7
238,0.01857,0.01857,0.04516,0.12792,0.0,97.7
239,0.01857,0.01857,0.04516,0.12787,0.0,97.7
240,0.01856,0.01856,0.04516,0.12792,0.0,97.7
241,0.01856,0.01856,0.04516,0.12778,0.0,97.7
242,0.01856,0.01856,0.04516,0.1279,0.0,97.7
243,0.01857,0.01857,0.04516,0.12797,0.0,97.7
244,0.01856,0.01856,0.04516,0.12792,0.0,97.7
245,0.01856,0.01856,0.04516,0.12793,0.0,97.7
246,0.01856,0.01856,0.04516,0.128,0.0,97.7
247,0.01856,0.01856,0.04516,0.12806,0.0,97.7
248,0.01856,0.01856,0.04516,0.12784,0.0,97.7
249,0.33252,0.33252,0.08,0.034,0.0,0.2
